"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"GeneralInjury"	"ReducedInjuryTypes"
"7290"	Jan 06, 2014	Missed 14 games (sprained left ankle).	TREVOR	DALEY	DETROIT	REDWINGS	14	TRUE	sprained left ankle	FALSE	3181	0	12	06	2013	1	06	2014	31	ankle	foot
"9120"	Jan 27, 2015	Missed 3 games (undisclosed).	TREVOR	DALEY	DETROIT	REDWINGS	3	TRUE	undisclosed	FALSE	3182	0	1	17	2015	1	27	2015	10	undisclosed	undisclosed
"13314"	Mar 28, 2015	Missed 11 games (sprained knee).	TREVOR	DALEY	DETROIT	REDWINGS	11	TRUE	sprained knee	FALSE	3183	0	3	04	2015	3	28	2015	24	knee	leg
"2960"	Dec 11, 2015	Missed 2 games (upper body injury).	TREVOR	DALEY	DETROIT	REDWINGS	2	TRUE	upper body injury	FALSE	3184	0	12	08	2015	12	11	2015	3	upper body	upper body
"10522"	Jun 12, 2016	Missed the last 9 playoff games (broken left ankle).	TREVOR	DALEY	DETROIT	REDWINGS	9	TRUE	broken left ankle	TRUE	3185	0	5	22	2016	6	12	2016	21	ankle	foot
"4186"	Dec 28, 2016	Missed 5 games (upper body injury).	TREVOR	DALEY	DETROIT	REDWINGS	5	TRUE	upper body injury	FALSE	3186	0	12	17	2016	12	28	2016	11	upper body	upper body
"520"	Apr 06, 2017	Missed 20 games (knee surgery).	TREVOR	DALEY	DETROIT	REDWINGS	20	TRUE	knee surgery	FALSE	3187	0	2	25	2017	4	06	2017	40	knee	leg
"13923"	May 17, 2017	Missed the last 4 playoff games (lower body injury).	TREVOR	DALEY	DETROIT	REDWINGS	4	TRUE	lower body injury	TRUE	3188	0	5	08	2017	5	17	2017	9	lower body	lower body
"16338"	Nov 30, 2017	Missed 2 games (upper body injury).	TREVOR	DALEY	DETROIT	REDWINGS	2	TRUE	upper body injury	FALSE	3189	0	11	25	2017	11	30	2017	5	upper body	upper body
"9325"	Jan 30, 2018	Missed 3 games (lower body injury).	TREVOR	DALEY	DETROIT	REDWINGS	3	TRUE	lower body injury	FALSE	3190	0	1	21	2018	1	30	2018	9	lower body	lower body
"14062"	May 29, 2013	Missed the last 12 playoff games (broken thumb).	DANNY	DEKEYSER	DETROIT	REDWINGS	12	TRUE	broken thumb	TRUE	3191	0	5	04	2013	5	29	2013	25	finger	arm/hand
"3728"	Dec 21, 2013	Missed 15 games (separated left shoulder).	DANNY	DEKEYSER	DETROIT	REDWINGS	15	TRUE	separated left shoulder	FALSE	3192	0	11	20	2013	12	21	2013	31	shoulder	upper body
"7486"	Jan 08, 2014	Missed 1 game (lower body injury).	DANNY	DEKEYSER	DETROIT	REDWINGS	1	TRUE	lower body injury	FALSE	3193	0	1	03	2014	1	08	2014	5	lower body	lower body
"3335"	Dec 16, 2014	Missed 2 games (bruised left shoulder).	DANNY	DEKEYSER	DETROIT	REDWINGS	2	TRUE	bruised left shoulder	FALSE	3194	0	12	12	2014	12	16	2014	4	shoulder	upper body
"17627"	Oct 17, 2015	Missed 4 games (foot injury).	DANNY	DEKEYSER	DETROIT	REDWINGS	4	TRUE	foot injury	FALSE	3195	0	10	04	2015	10	17	2015	13	foot	foot
"15513"	Nov 19, 2017	Missed 17 games (ankle injury).	DANNY	DEKEYSER	DETROIT	REDWINGS	17	TRUE	ankle injury	FALSE	3196	0	10	12	2017	11	19	2017	38	ankle	foot
"14078"	May 30, 2009	Missed 2 playoff games (appendectomy).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2	TRUE	appendectomy	FALSE	3197	0	5	27	2009	5	30	2009	3	appendicitis	other
"14425"	Nov 05, 2009	Missed 2 games (flu).	JONATHAN	ERICSSON	DETROIT	REDWINGS	2	TRUE	flu	FALSE	3198	0	10	31	2009	11	05	2009	5	cold/virus	illness
"7987"	Jan 14, 2010	Missed 12 games (left knee injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	12	TRUE	left knee injury	FALSE	3199	0	12	15	2009	1	14	2010	30	knee	leg
"14278"	Nov 03, 2010	Missed 8 games (back spasms).	JONATHAN	ERICSSON	DETROIT	REDWINGS	8	TRUE	back spasms	FALSE	3200	0	10	09	2010	11	03	2010	25	back	mid body
"13286"	Mar 28, 2012	Missed 13 games (broken left wrist).	JONATHAN	ERICSSON	DETROIT	REDWINGS	13	TRUE	broken left wrist	FALSE	3201	0	2	28	2012	3	28	2012	29	wrist	arm/hand
"9098"	Jan 27, 2013	Missed 3 games (shoulder injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	3	TRUE	shoulder injury	FALSE	3202	0	1	21	2013	1	27	2013	6	shoulder	upper body
"15147"	Nov 15, 2013	Missed 10 games (upper body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	10	TRUE	upper body injury	FALSE	3203	0	10	21	2013	11	15	2013	25	upper body	upper body
"8639"	Jan 21, 2014	Missed 10 games (broken rib).	JONATHAN	ERICSSON	DETROIT	REDWINGS	10	TRUE	broken rib	FALSE	3204	0	12	24	2013	1	21	2014	28	rib	mid body
"1861"	Apr 26, 2014	Missed the last 14 regular season and first 5 playoff games (finger surgery).	JONATHAN	ERICSSON	DETROIT	REDWINGS	19	TRUE	finger surgery	TRUE	3205	0	3	19	2014	4	26	2014	38	finger	arm/hand
"4439"	Dec 31, 2015	Missed 5 games (upper body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	5	TRUE	upper body injury	FALSE	3206	0	12	20	2015	12	31	2015	11	upper body	upper body
"6696"	Feb 27, 2016	Missed 6 games (lower body injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	6	TRUE	lower body injury	FALSE	3207	0	2	14	2016	2	27	2016	13	lower body	lower body
"3284"	Dec 15, 2016	Missed 3 games (back injury).	JONATHAN	ERICSSON	DETROIT	REDWINGS	3	TRUE	back injury	FALSE	3208	0	12	09	2016	12	15	2016	6	back	mid body
"886"	Apr 09, 2017	Missed the last 28 regular season games (wrist surgery).	JONATHAN	ERICSSON	DETROIT	REDWINGS	28	TRUE	wrist surgery	TRUE	3209	0	2	10	2017	4	09	2017	58	wrist	arm/hand
"2341"	Dec 02, 2017	Missed 8 games (groin).	MARTIN	FRK	DETROIT	REDWINGS	8	TRUE	groin	FALSE	3210	0	11	15	2017	12	02	2017	17	groin	lower body
"4263"	Dec 29, 2015	Missed 1 game (flu).	LUKE	GLENDENING	DETROIT	REDWINGS	1	TRUE	flu	FALSE	3211	0	12	28	2015	12	29	2015	1	cold/virus	illness
"902"	Apr 09, 2017	Missed the last 7 regular season games (fractured foot).	LUKE	GLENDENING	DETROIT	REDWINGS	7	TRUE	fractured foot	TRUE	3212	0	3	28	2017	4	09	2017	12	foot	foot
"8814"	Jan 23, 2018	Missed 12 games (hand injury).	LUKE	GLENDENING	DETROIT	REDWINGS	12	TRUE	hand injury	FALSE	3213	0	12	22	2017	1	23	2018	32	hand	arm/hand
"8513"	Jan 20, 2007	Missed 1 game (foot injury).	MIKE	GREEN	DETROIT	REDWINGS	1	TRUE	foot injury	FALSE	3214	0	1	18	2007	1	20	2007	2	foot	foot
"3001"	Dec 12, 2008	Missed 11 games (right shoulder injury).	MIKE	GREEN	DETROIT	REDWINGS	11	TRUE	right shoulder injury	FALSE	3215	0	11	22	2008	12	12	2008	20	shoulder	upper body
"4109"	Dec 28, 2008	Missed 2 games (shoulder injury).	MIKE	GREEN	DETROIT	REDWINGS	2	TRUE	shoulder injury	FALSE	3216	0	12	19	2008	12	28	2008	9	shoulder	upper body
"12488"	Mar 17, 2009	Missed 1 game (flu).	MIKE	GREEN	DETROIT	REDWINGS	1	TRUE	flu	FALSE	3217	0	3	16	2009	3	17	2009	1	cold/virus	illness
"14849"	Nov 11, 2009	Missed 1 game (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	1	TRUE	upper body injury	FALSE	3218	0	11	07	2009	11	11	2009	4	upper body	upper body
"8771"	Jan 23, 2010	Missed 1 game (undisclosed).	MIKE	GREEN	DETROIT	REDWINGS	1	TRUE	undisclosed	FALSE	3219	0	1	21	2010	1	23	2010	2	undisclosed	undisclosed
"739"	Apr 09, 2010	Missed 1 game (undisclosed).	MIKE	GREEN	DETROIT	REDWINGS	1	TRUE	undisclosed	FALSE	3220	0	4	06	2010	4	09	2010	3	undisclosed	undisclosed
"17999"	Oct 23, 2010	Missed 3 games (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	3	TRUE	upper body injury	FALSE	3221	0	10	16	2010	10	23	2010	7	upper body	upper body
"16127"	Nov 28, 2010	Missed 2 games (undisclosed).	MIKE	GREEN	DETROIT	REDWINGS	2	TRUE	undisclosed	FALSE	3222	0	11	24	2010	11	28	2010	4	undisclosed	undisclosed
"3234"	Dec 15, 2010	Missed 2 games (flu).	MIKE	GREEN	DETROIT	REDWINGS	2	TRUE	flu	FALSE	3223	0	12	11	2010	12	15	2010	4	cold/virus	illness
"6338"	Feb 25, 2011	Missed 5 games (undisclosed).	MIKE	GREEN	DETROIT	REDWINGS	5	TRUE	undisclosed	FALSE	3224	0	2	14	2011	2	25	2011	11	undisclosed	undisclosed
"1229"	Apr 13, 2011	Missed the last 20 regular season games (head injury).	MIKE	GREEN	DETROIT	REDWINGS	20	TRUE	head injury	TRUE	3225	0	2	26	2011	4	13	2011	46	head	head/neck/face
"14857"	Nov 11, 2011	Missed 6 games (ankle injury).	MIKE	GREEN	DETROIT	REDWINGS	6	TRUE	ankle injury	FALSE	3226	0	10	27	2011	11	11	2011	15	ankle	foot
"7062"	Jan 03, 2012	Missed 24 games (groin).	MIKE	GREEN	DETROIT	REDWINGS	24	TRUE	groin	FALSE	3227	0	11	12	2011	1	03	2012	52	groin	lower body
"5786"	Feb 18, 2012	Missed 18 games (groin).	MIKE	GREEN	DETROIT	REDWINGS	18	TRUE	groin	FALSE	3228	0	1	09	2012	2	18	2012	40	groin	lower body
"6466"	Feb 26, 2013	Missed 3 games (lower body injury).	MIKE	GREEN	DETROIT	REDWINGS	3	TRUE	lower body injury	FALSE	3229	0	2	17	2013	2	26	2013	9	lower body	lower body
"12796"	Mar 21, 2013	Missed 10 games (groin).	MIKE	GREEN	DETROIT	REDWINGS	10	TRUE	groin	FALSE	3230	0	3	02	2013	3	21	2013	19	groin	lower body
"15688"	Nov 22, 2013	Missed 3 games (lower body injury).	MIKE	GREEN	DETROIT	REDWINGS	3	TRUE	lower body injury	FALSE	3231	0	11	15	2013	11	22	2013	7	lower body	lower body
"6671"	Feb 27, 2014	Missed 5 games (head injury).	MIKE	GREEN	DETROIT	REDWINGS	5	TRUE	head injury	FALSE	3232	0	1	31	2014	2	27	2014	27	head	head/neck/face
"1265"	Apr 13, 2014	Missed the last 4 regular season games (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	4	TRUE	upper body injury	TRUE	3233	0	4	07	2014	4	13	2014	6	upper body	upper body
"17254"	Oct 11, 2014	Missed 1 game (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	1	TRUE	upper body injury	FALSE	3234	0	10	09	2014	10	11	2014	2	upper body	upper body
"2950"	Dec 11, 2014	Missed 7 games (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	7	TRUE	upper body injury	FALSE	3235	0	11	25	2014	12	11	2014	16	upper body	upper body
"5029"	Feb 08, 2015	Missed 1 game (undisclosed).	MIKE	GREEN	DETROIT	REDWINGS	1	TRUE	undisclosed	FALSE	3236	0	2	06	2015	2	08	2015	2	undisclosed	undisclosed
"12239"	Mar 13, 2015	Missed 1 game (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	1	TRUE	upper body injury	FALSE	3237	0	3	11	2015	3	13	2015	2	upper body	upper body
"14610"	Nov 07, 2015	Missed 6 games (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	6	TRUE	upper body injury	FALSE	3238	0	10	24	2015	11	07	2015	14	upper body	upper body
"5378"	Feb 12, 2016	Missed 2 games (groin).	MIKE	GREEN	DETROIT	REDWINGS	2	TRUE	groin	FALSE	3239	0	2	08	2016	2	12	2016	4	groin	lower body
"7691"	Jan 10, 2017	Missed 8 games (lower body injury).	MIKE	GREEN	DETROIT	REDWINGS	8	TRUE	lower body injury	FALSE	3240	0	12	19	2016	1	10	2017	22	lower body	lower body
"6017"	Feb 21, 2017	Missed 2 games (illness).	MIKE	GREEN	DETROIT	REDWINGS	2	TRUE	illness	FALSE	3241	0	2	18	2017	2	21	2017	3	cold/virus	illness
"11294"	Mar 01, 2018	Missed 7 games (upper body injury).	MIKE	GREEN	DETROIT	REDWINGS	7	TRUE	upper body injury	FALSE	3242	0	2	17	2018	3	01	2018	12	upper body	upper body
"17368"	Oct 13, 2009	Missed 4 games (right arm injury).	DARREN	HELM	DETROIT	REDWINGS	4	TRUE	right arm injury	FALSE	3243	0	9	15	2009	10	13	2009	28	arm	arm/hand
"3563"	Dec 19, 2009	Missed 2 games (wrist injury).	DARREN	HELM	DETROIT	REDWINGS	2	TRUE	wrist injury	FALSE	3244	0	12	14	2009	12	19	2009	5	wrist	arm/hand
"7480"	Jan 08, 2012	Missed 4 games (groin).	DARREN	HELM	DETROIT	REDWINGS	4	TRUE	groin	FALSE	3245	0	12	30	2011	1	08	2012	9	groin	lower body
"1030"	Apr 11, 2012	Missed the last 10 regular season games (left knee injury).	DARREN	HELM	DETROIT	REDWINGS	10	TRUE	left knee injury	TRUE	3246	0	3	19	2012	4	11	2012	23	knee	leg
"1619"	Apr 20, 2012	Missed the last 4 playoff games (right forearm injury).	DARREN	HELM	DETROIT	REDWINGS	4	TRUE	right forearm injury	TRUE	3247	0	4	13	2012	4	20	2012	7	arm	arm/hand
"8927"	Jan 25, 2013	Missed 3 games (back injury).	DARREN	HELM	DETROIT	REDWINGS	3	TRUE	back injury	FALSE	3248	0	1	18	2013	1	25	2013	7	back	mid body
"14063"	May 29, 2013	Missed the last 44 regular season and first 14 playoff games (back injury).	DARREN	HELM	DETROIT	REDWINGS	58	TRUE	back injury	TRUE	3249	0	1	27	2013	5	29	2013	122	back	mid body
"14206"	Nov 02, 2013	Missed 14 games (back injury).	DARREN	HELM	DETROIT	REDWINGS	14	TRUE	back injury	FALSE	3250	0	9	30	2013	11	02	2013	33	back	mid body
"4333"	Dec 30, 2013	Missed 11 games (shoulder injury).	DARREN	HELM	DETROIT	REDWINGS	11	TRUE	shoulder injury	FALSE	3251	0	12	05	2013	12	30	2013	25	shoulder	upper body
"8549"	Jan 20, 2014	Missed 7 games (groin).	DARREN	HELM	DETROIT	REDWINGS	7	TRUE	groin	FALSE	3252	0	1	01	2014	1	20	2014	19	groin	lower body
"12811"	Mar 21, 2014	Missed 8 games (head injury).	DARREN	HELM	DETROIT	REDWINGS	8	TRUE	head injury	FALSE	3253	0	3	06	2014	3	21	2014	15	head	head/neck/face
"12662"	Mar 19, 2015	Missed 7 games (upper body injury).	DARREN	HELM	DETROIT	REDWINGS	7	TRUE	upper body injury	FALSE	3254	0	3	04	2015	3	19	2015	15	upper body	upper body
"17628"	Oct 17, 2015	Missed 4 games (shoulder injury).	DARREN	HELM	DETROIT	REDWINGS	4	TRUE	shoulder injury	FALSE	3255	0	10	04	2015	10	17	2015	13	shoulder	upper body
"12396"	Mar 15, 2016	Missed 1 game (flu).	DARREN	HELM	DETROIT	REDWINGS	1	TRUE	flu	FALSE	3256	0	3	13	2016	3	15	2016	2	cold/virus	illness
"8577"	Jan 20, 2017	Missed 28 games (dislocated shoulder).	DARREN	HELM	DETROIT	REDWINGS	28	TRUE	dislocated shoulder	FALSE	3257	0	11	17	2016	1	20	2017	64	shoulder	upper body
"13265"	Mar 27, 2017	Missed 4 games (left knee injury).	DARREN	HELM	DETROIT	REDWINGS	4	TRUE	left knee injury	FALSE	3258	0	3	19	2017	3	27	2017	8	knee	leg
"15356"	Nov 17, 2017	Missed 1 game (undisclosed).	DARREN	HELM	DETROIT	REDWINGS	1	TRUE	undisclosed	FALSE	3259	0	11	15	2017	11	17	2017	2	undisclosed	undisclosed
"9332"	Jan 30, 2018	Missed 6 games (lower body injury).	DARREN	HELM	DETROIT	REDWINGS	6	TRUE	lower body injury	FALSE	3260	0	1	13	2018	1	30	2018	17	lower body	lower body
"17539"	Oct 16, 2008	Missed 3 games (broken finger).	JIMMY	HOWARD	DETROIT	REDWINGS	3	TRUE	broken finger	FALSE	3261	0	10	07	2008	10	16	2008	9	finger	arm/hand
"14274"	Nov 03, 2010	Missed 2 games (back injury).	JIMMY	HOWARD	DETROIT	REDWINGS	2	TRUE	back injury	FALSE	3262	0	10	28	2010	11	03	2010	6	back	mid body
"8370"	Jan 18, 2011	Missed 1 game (knee injury).	JIMMY	HOWARD	DETROIT	REDWINGS	1	TRUE	knee injury	FALSE	3263	0	1	15	2011	1	18	2011	3	knee	leg
"112"	Apr 02, 2011	Missed 2 games (upper body injury).	JIMMY	HOWARD	DETROIT	REDWINGS	2	TRUE	upper body injury	FALSE	3264	0	3	28	2011	4	02	2011	5	upper body	upper body
"5988"	Feb 21, 2012	Missed 8 games (finger injury).	JIMMY	HOWARD	DETROIT	REDWINGS	8	TRUE	finger injury	FALSE	3266	0	2	04	2012	2	21	2012	17	finger	arm/hand
"12214"	Mar 13, 2012	Missed 3 games (groin).	JIMMY	HOWARD	DETROIT	REDWINGS	3	TRUE	groin	FALSE	3267	0	3	06	2012	3	13	2012	7	groin	lower body
"13447"	Mar 30, 2012	Missed 4 games (strained groin).	JIMMY	HOWARD	DETROIT	REDWINGS	4	TRUE	strained groin	FALSE	3268	0	3	21	2012	3	30	2012	9	groin	lower body
"17609"	Oct 17, 2013	Missed 1 game (bruised hand).	JIMMY	HOWARD	DETROIT	REDWINGS	1	TRUE	bruised hand	FALSE	3269	0	10	15	2013	10	17	2013	2	hand	arm/hand
"4334"	Dec 30, 2013	Missed 8 games (knee injury).	JIMMY	HOWARD	DETROIT	REDWINGS	8	TRUE	knee injury	FALSE	3270	0	12	12	2013	12	30	2013	18	knee	leg
"8108"	Jan 15, 2014	Missed 1 game (hip flexor).	JIMMY	HOWARD	DETROIT	REDWINGS	1	TRUE	hip flexor	FALSE	3271	0	1	12	2014	1	15	2014	3	hip	lower body
"9105"	Jan 27, 2014	Missed 3 games (knee injury).	JIMMY	HOWARD	DETROIT	REDWINGS	3	TRUE	knee injury	FALSE	3272	0	1	21	2014	1	27	2014	6	knee	leg
"17867"	Oct 21, 2014	Missed 1 game (strained groin).	JIMMY	HOWARD	DETROIT	REDWINGS	1	TRUE	strained groin	FALSE	3273	0	10	18	2014	10	21	2014	3	groin	lower body
"4042"	Dec 27, 2014	Missed 2 games (lower body injury).	JIMMY	HOWARD	DETROIT	REDWINGS	2	TRUE	lower body injury	FALSE	3274	0	12	20	2014	12	27	2014	7	lower body	lower body
"5292"	Feb 11, 2015	Missed 10 games (groin).	JIMMY	HOWARD	DETROIT	REDWINGS	10	TRUE	groin	FALSE	3275	0	1	11	2015	2	11	2015	31	groin	lower body
"2658"	Dec 07, 2016	Missed 6 games (groin).	JIMMY	HOWARD	DETROIT	REDWINGS	6	TRUE	groin	FALSE	3276	0	11	26	2016	12	07	2016	11	groin	lower body
"11964"	Mar 09, 2017	Missed 32 games (lower body injury).	JIMMY	HOWARD	DETROIT	REDWINGS	32	TRUE	lower body injury	FALSE	3277	0	12	21	2016	3	09	2017	78	lower body	lower body
"7866"	Jan 12, 2018	Missed 1 game (lower body injury).	JIMMY	HOWARD	DETROIT	REDWINGS	1	TRUE	lower body injury	FALSE	3278	0	1	06	2018	1	12	2018	6	lower body	lower body
"13671"	May 04, 2004	Missed the last 33 games of the regular season, all 6 games of Round One against the Nashville Predators and all 6 games of Round Two against the Calgary Flames (broken right leg).	NIKLAS	KRONWALL	DETROIT	REDWINGS	45	TRUE	broken right leg	TRUE	3279	0	1	22	2004	5	04	2004	103	leg	leg
"4466"	Feb 01, 2006	Missed 52 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	52	TRUE	knee injury	FALSE	3280	0	9	28	2005	2	01	2006	126	knee	leg
"15798"	Nov 24, 2006	Missed 4 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	4	TRUE	groin	FALSE	3281	0	11	14	2006	11	24	2006	10	groin	lower body
"3300"	Dec 16, 2006	Missed 6 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	6	TRUE	groin	FALSE	3282	0	12	02	2006	12	16	2006	14	groin	lower body
"13971"	May 22, 2007	Missed the last 4 games of the regular season and all 18 games of the playoffs (sacrum).	NIKLAS	KRONWALL	DETROIT	REDWINGS	22	TRUE	sacrum	TRUE	3283	0	3	31	2007	5	22	2007	52	back	mid body
"14691"	Nov 09, 2007	Missed 4 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	4	TRUE	groin	FALSE	3284	0	10	28	2007	11	09	2007	12	groin	lower body
"6753"	Feb 28, 2008	Missed 13 games (sprained shoulder).	NIKLAS	KRONWALL	DETROIT	REDWINGS	13	TRUE	sprained shoulder	FALSE	3285	0	1	31	2008	2	28	2008	28	shoulder	upper body
"15670"	Nov 22, 2008	Missed 1 game (ankle injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	1	TRUE	ankle injury	FALSE	3286	0	11	20	2008	11	22	2008	2	ankle	foot
"7791"	Jan 12, 2009	Missed 1 game (flu).	NIKLAS	KRONWALL	DETROIT	REDWINGS	1	TRUE	flu	FALSE	3287	0	1	10	2009	1	12	2009	2	cold/virus	illness
"8990"	Jan 26, 2010	Missed 30 games (sprained left MCL).	NIKLAS	KRONWALL	DETROIT	REDWINGS	30	TRUE	sprained left MCL	FALSE	3288	0	11	22	2009	1	26	2010	65	knee	leg
"5413"	Feb 13, 2010	Missed 4 games (left knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	4	TRUE	left knee injury	FALSE	3289	0	2	03	2010	2	13	2010	10	knee	leg
"1230"	Apr 13, 2011	Missed the last 5 regular season games (shoulder injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	5	TRUE	shoulder injury	TRUE	3290	0	4	03	2011	4	13	2011	10	shoulder	upper body
"18009"	Oct 23, 2013	Missed 2 games (mild concussion).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2	TRUE	mild concussion	FALSE	3291	0	10	19	2013	10	23	2013	4	concussion	concussion
"13171"	Mar 26, 2015	Missed 1 game (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	1	TRUE	lower body injury	FALSE	3292	0	3	24	2015	3	26	2015	2	lower body	lower body
"6172"	Feb 23, 2016	Missed 15 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	15	TRUE	knee injury	FALSE	3293	0	1	19	2016	2	23	2016	35	knee	leg
"12671"	Mar 19, 2016	Missed 3 games (sprained knee).	NIKLAS	KRONWALL	DETROIT	REDWINGS	3	TRUE	sprained knee	FALSE	3294	0	3	13	2016	3	19	2016	6	knee	leg
"14400"	Nov 04, 2016	Missed 11 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	11	TRUE	knee injury	FALSE	3295	0	10	11	2016	11	04	2016	24	knee	leg
"15415"	Nov 18, 2016	Missed 1 game (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	1	TRUE	knee injury	FALSE	3296	0	11	15	2016	11	18	2016	3	knee	leg
"16258"	Nov 29, 2016	Missed 1 game (undisclosed).	NIKLAS	KRONWALL	DETROIT	REDWINGS	1	TRUE	undisclosed	FALSE	3297	0	11	26	2016	11	29	2016	3	undisclosed	undisclosed
"8747"	Jan 22, 2017	Missed 8 games (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	8	TRUE	lower body injury	FALSE	3298	0	1	05	2017	1	22	2017	17	lower body	lower body
"5230"	Feb 10, 2017	Missed 3 games (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	3	TRUE	lower body injury	FALSE	3299	0	2	04	2017	2	10	2017	6	lower body	lower body
"13341"	Mar 28, 2017	Missed 1 game (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	1	TRUE	knee injury	FALSE	3300	0	3	27	2017	3	28	2017	1	knee	leg
"17360"	Oct 12, 2017	Missed 3 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	3	TRUE	groin	FALSE	3301	0	10	05	2017	10	12	2017	7	groin	lower body
"4159"	Dec 28, 2015	Missed 1 game (upper body injury).	DYLAN	LARKIN	DETROIT	REDWINGS	1	TRUE	upper body injury	FALSE	3302	0	12	26	2015	12	28	2015	2	upper body	upper body
"6001"	Feb 21, 2016	Missed 1 game (illness).	DYLAN	LARKIN	DETROIT	REDWINGS	1	TRUE	illness	FALSE	3303	0	2	20	2016	2	21	2016	1	cold/virus	illness
"9419"	Jan 31, 2017	Missed 2 games (upper body injury).	DYLAN	LARKIN	DETROIT	REDWINGS	2	TRUE	upper body injury	FALSE	3304	0	1	23	2017	1	31	2017	8	upper body	upper body
"14949"	Nov 12, 2014	Missed 15 games (undisclosed).	ANTHONY	MANTHA	DETROIT	REDWINGS	15	TRUE	undisclosed	FALSE	3305	0	10	03	2014	11	12	2014	40	undisclosed	undisclosed
"894"	Apr 09, 2017	Missed the last 5 regular season games (fractured finger).	ANTHONY	MANTHA	DETROIT	REDWINGS	5	TRUE	fractured finger	TRUE	3306	0	3	30	2017	4	09	2017	10	finger	arm/hand
"7105"	Jan 03, 2018	Missed 2 games (groin).	ANTHONY	MANTHA	DETROIT	REDWINGS	2	TRUE	groin	FALSE	3307	0	12	29	2017	1	03	2018	5	groin	lower body
"13360"	Mar 29, 2008	Missed 12 games (shoulder injury).	FRANS	NIELSEN	DETROIT	REDWINGS	12	TRUE	shoulder injury	FALSE	3308	0	3	02	2008	3	29	2008	27	shoulder	upper body
"7883"	Jan 13, 2009	Missed 23 games (right leg injury).	FRANS	NIELSEN	DETROIT	REDWINGS	23	TRUE	right leg injury	FALSE	3309	0	11	22	2008	1	13	2009	52	leg	leg
"17841"	Oct 21, 2009	Missed 6 games (knee injury).	FRANS	NIELSEN	DETROIT	REDWINGS	6	TRUE	knee injury	FALSE	3310	0	9	30	2009	10	21	2009	21	knee	leg
"8529"	Jan 20, 2011	Missed 7 games (strained groin).	FRANS	NIELSEN	DETROIT	REDWINGS	7	TRUE	strained groin	FALSE	3311	0	1	6	2011	1	20	2011	14	groin	lower body
"927"	Apr 10, 2011	Missed the last 4 regular season games (concussion).	FRANS	NIELSEN	DETROIT	REDWINGS	4	TRUE	concussion	TRUE	3312	0	4	02	2011	4	10	2011	8	concussion	concussion
"11339"	Mar 02, 2014	Missed 2 games (broken hand).	FRANS	NIELSEN	DETROIT	REDWINGS	2	TRUE	broken hand	FALSE	3313	0	2	09	2014	3	02	2014	21	hand	arm/hand
"12317"	Mar 14, 2015	Missed 1 game (lower body injury).	FRANS	NIELSEN	DETROIT	REDWINGS	1	TRUE	lower body injury	FALSE	3314	0	3	13	2015	3	14	2015	1	lower body	lower body
"1394"	Apr 15, 2015	Missed the last 3 regular season games (undisclosed).	FRANS	NIELSEN	DETROIT	REDWINGS	3	TRUE	undisclosed	TRUE	3315	0	4	07	2015	4	15	2015	8	undisclosed	undisclosed
"5231"	Feb 10, 2017	Missed 3 games (upper body injury).	FRANS	NIELSEN	DETROIT	REDWINGS	3	TRUE	upper body injury	FALSE	3316	0	2	04	2017	2	10	2017	6	upper body	upper body
"3864"	Dec 23, 2013	Missed 3 games (groin).	GUSTAV	NYQUIST	DETROIT	REDWINGS	3	TRUE	groin	FALSE	3317	0	12	17	2013	12	23	2013	6	groin	lower body
