"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"year"	"month"	"day"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"InjuryIndicator"	"InjuryStateDate"	"YearsSince2000"
"3898.1"	Oct 17, 2015	Missed 3 games (hip injury).	NICKLAS	BACKSTROM	WASHINGTON	CAPITALS	2015	10	17	3	TRUE	hip injury	FALSE	5986	0	10	06	2015	10	17	2015	950400	1444132800	1445083200	NA	NA	NICKLAS BACKSTROM	1	167	2	1445083200	15.8027397260274
"146"	Apr 07, 2016	Missed 3 games (upper body injury).	NICKLAS	BACKSTROM	WASHINGTON	CAPITALS	2016	4	07	3	TRUE	upper body injury	FALSE	5987	0	4	01	2016	4	07	2016	518400	1459512000	1460030400	upper body	upper body	NICKLAS BACKSTROM	1	567	1	1459512000	16.2602739726027
"146.1"	Apr 07, 2016	Missed 3 games (upper body injury).	NICKLAS	BACKSTROM	WASHINGTON	CAPITALS	2016	4	07	3	TRUE	upper body injury	FALSE	5988	0	4	01	2016	4	07	2016	518400	1459512000	1460030400	NA	NA	NICKLAS BACKSTROM	1	567	2	1460030400	16.2767123287671
"4074"	Oct 28, 2017	Missed 1 game (illness).	NICKLAS	BACKSTROM	WASHINGTON	CAPITALS	2017	10	28	1	TRUE	illness	FALSE	5989	0	10	26	2017	10	28	2017	172800	1509019200	1509192000	illness	illness	NICKLAS BACKSTROM	1	NA	1	1509019200	17.8301369863014
"4074.1"	Oct 28, 2017	Missed 1 game (illness).	NICKLAS	BACKSTROM	WASHINGTON	CAPITALS	2017	10	28	1	TRUE	illness	FALSE	5990	0	10	26	2017	10	28	2017	172800	1509019200	1509192000	NA	NA	NICKLAS BACKSTROM	1	NA	2	1509192000	17.8356164383562
"1317"	Feb 02, 2016	Missed 11 games (lower body injury).	NICOLAS	DESLAURIERS	MONTREAL	CANADIENS	2016	2	02	11	TRUE	lower body injury	FALSE	5991	0	1	05	2016	2	02	2016	2419200	1451995200	1454414400	lower body	lower body	NICOLAS DESLAURIERS	0	271	1	1451995200	16.0219178082192
"1317.1"	Feb 02, 2016	Missed 11 games (lower body injury).	NICOLAS	DESLAURIERS	MONTREAL	CANADIENS	2016	2	02	11	TRUE	lower body injury	FALSE	5992	0	1	05	2016	2	02	2016	2419200	1451995200	1454414400	NA	NA	NICOLAS DESLAURIERS	0	271	2	1454414400	16.0986301369863
"833"	Dec 09, 2016	Missed 19 games (knee injury).	NICOLAS	DESLAURIERS	MONTREAL	CANADIENS	2016	12	09	19	TRUE	knee injury	FALSE	5993	0	10	30	2016	12	09	2016	3456000	1477828800	1481284800	leg	leg	NICOLAS DESLAURIERS	1	435	1	1477828800	16.841095890411
"833.1"	Dec 09, 2016	Missed 19 games (knee injury).	NICOLAS	DESLAURIERS	MONTREAL	CANADIENS	2016	12	09	19	TRUE	knee injury	FALSE	5994	0	10	30	2016	12	09	2016	3456000	1477828800	1481284800	NA	NA	NICOLAS DESLAURIERS	1	435	2	1481284800	16.9506849315068
"1632"	Feb 20, 2018	Missed 1 game (undisclosed).	NICOLAS	DESLAURIERS	MONTREAL	CANADIENS	2018	2	20	1	TRUE	undisclosed	FALSE	5995	0	2	17	2018	2	20	2018	259200	1518868800	1519128000	undisclosed	undisclosed	NICOLAS DESLAURIERS	1	NA	1	1518868800	18.1424657534247
"1632.1"	Feb 20, 2018	Missed 1 game (undisclosed).	NICOLAS	DESLAURIERS	MONTREAL	CANADIENS	2018	2	20	1	TRUE	undisclosed	FALSE	5996	0	2	17	2018	2	20	2018	259200	1518868800	1519128000	NA	NA	NICOLAS DESLAURIERS	1	NA	2	1519128000	18.1506849315068
"1755"	Feb 26, 2016	Missed 2 games (lower body injury).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2016	2	26	2	TRUE	lower body injury	FALSE	5997	0	2	21	2016	2	26	2016	432000	1456056000	1456488000	lower body	lower body	NIKITA KUCHEROV	0	29	1	1456056000	16.1506849315068
"1755.1"	Feb 26, 2016	Missed 2 games (lower body injury).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2016	2	26	2	TRUE	lower body injury	FALSE	5998	0	2	21	2016	2	26	2016	432000	1456056000	1456488000	NA	NA	NIKITA KUCHEROV	0	29	2	1456488000	16.1643835616438
"3095"	Mar 31, 2016	Missed 2 games (lower body injury).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2016	3	31	2	TRUE	lower body injury	FALSE	5999	0	3	26	2016	3	31	2016	432000	1458993600	1459425600	lower body	lower body	NIKITA KUCHEROV	1	211	1	1458993600	16.2438356164384
"3095.1"	Mar 31, 2016	Missed 2 games (lower body injury).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2016	3	31	2	TRUE	lower body injury	FALSE	6000	0	3	26	2016	3	31	2016	432000	1458993600	1459425600	NA	NA	NIKITA KUCHEROV	1	211	2	1459425600	16.2575342465753
"4100"	Oct 30, 2016	Missed 1 game (upper body injury).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2016	10	30	1	TRUE	upper body injury	FALSE	6001	0	10	28	2016	10	30	2016	172800	1477656000	1477828800	upper body	upper body	NIKITA KUCHEROV	1	45	1	1477656000	16.8356164383562
"4100.1"	Oct 30, 2016	Missed 1 game (upper body injury).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2016	10	30	1	TRUE	upper body injury	FALSE	6002	0	10	28	2016	10	30	2016	172800	1477656000	1477828800	NA	NA	NIKITA KUCHEROV	1	45	2	1477828800	16.841095890411
"1212"	Dec 28, 2016	Missed 6 games (lower body injury).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2016	12	28	6	TRUE	lower body injury	FALSE	6003	0	12	14	2016	12	28	2016	1209600	1481716800	1482926400	lower body	lower body	NIKITA KUCHEROV	1	92	1	1481716800	16.9643835616438
"1212.1"	Dec 28, 2016	Missed 6 games (lower body injury).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2016	12	28	6	TRUE	lower body injury	FALSE	6004	0	12	14	2016	12	28	2016	1209600	1481716800	1482926400	NA	NA	NIKITA KUCHEROV	1	92	2	1482926400	17.0027397260274
"17"	Apr 01, 2017	Missed 1 game (illness).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2017	4	01	1	TRUE	illness	FALSE	6005	0	3	30	2017	4	01	2017	172800	1490875200	1491048000	illness	illness	NIKITA KUCHEROV	1	NA	1	1490875200	17.2547945205479
"17.1"	Apr 01, 2017	Missed 1 game (illness).	NIKITA	KUCHEROV	TAMPA BAY	LIGHTNING	2017	4	01	1	TRUE	illness	FALSE	6006	0	3	30	2017	4	01	2017	172800	1490875200	1491048000	NA	NA	NIKITA KUCHEROV	1	NA	2	1491048000	17.2602739726027
"857"	Dec 10, 2017	Missed 21 games (right knee surgery).	NIKITA	SCHERBAK	MONTREAL	CANADIENS	2017	12	10	21	TRUE	right knee surgery	FALSE	6007	0	10	28	2017	12	10	2017	3715200	1509192000	1512907200	leg	leg	NIKITA SCHERBAK	0	NA	1	1509192000	17.8356164383562
"857.1"	Dec 10, 2017	Missed 21 games (right knee surgery).	NIKITA	SCHERBAK	MONTREAL	CANADIENS	2017	12	10	21	TRUE	right knee surgery	FALSE	6008	0	10	28	2017	12	10	2017	3715200	1509192000	1512907200	NA	NA	NIKITA SCHERBAK	0	NA	2	1512907200	17.9534246575342
"65"	Apr 04, 2016	Missed 7 games (upper body injury).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2016	4	04	7	TRUE	upper body injury	FALSE	6009	0	3	20	2016	4	04	2016	1296000	1458475200	1459771200	upper body	upper body	NIKITA SOSHNIKOV	0	278	1	1458475200	16.227397260274
"65.1"	Apr 04, 2016	Missed 7 games (upper body injury).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2016	4	04	7	TRUE	upper body injury	FALSE	6010	0	3	20	2016	4	04	2016	1296000	1458475200	1459771200	NA	NA	NIKITA SOSHNIKOV	0	278	2	1459771200	16.2684931506849
"2063"	Jan 13, 2017	Missed 1 game (upper body injury).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2017	1	13	1	TRUE	upper body injury	FALSE	6011	0	1	07	2017	1	13	2017	518400	1483790400	1484308800	upper body	upper body	NIKITA SOSHNIKOV	1	27	1	1483790400	17.0301369863014
"2063.1"	Jan 13, 2017	Missed 1 game (upper body injury).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2017	1	13	1	TRUE	upper body injury	FALSE	6012	0	1	07	2017	1	13	2017	518400	1483790400	1484308800	NA	NA	NIKITA SOSHNIKOV	1	27	2	1484308800	17.0465753424658
"1556"	Feb 15, 2017	Missed 3 games (upper body injury).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2017	2	15	3	TRUE	upper body injury	FALSE	6013	0	2	09	2017	2	15	2017	518400	1486641600	1487160000	upper body	upper body	NIKITA SOSHNIKOV	1	35	1	1486641600	17.1205479452055
"1556.1"	Feb 15, 2017	Missed 3 games (upper body injury).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2017	2	15	3	TRUE	upper body injury	FALSE	6014	0	2	09	2017	2	15	2017	518400	1486641600	1487160000	NA	NA	NIKITA SOSHNIKOV	1	35	2	1487160000	17.1369863013699
"588"	Apr 23, 2017	Missed the last 11 regular season and all 6 playoff games (undisclosed).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2017	4	23	17	TRUE	undisclosed	TRUE	6015	0	3	22	2017	4	23	2017	2764800	1490184000	1492948800	undisclosed	undisclosed	NIKITA SOSHNIKOV	1	233	1	1490184000	17.2328767123288
"588.1"	Apr 23, 2017	Missed the last 11 regular season and all 6 playoff games (undisclosed).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2017	4	23	17	TRUE	undisclosed	TRUE	6016	0	3	22	2017	4	23	2017	2764800	1490184000	1492948800	NA	NA	NIKITA SOSHNIKOV	1	233	2	1492948800	17.3205479452055
"1714"	Feb 24, 2018	Missed 31 games (lower body injury).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2018	2	24	31	TRUE	lower body injury	FALSE	6017	0	12	12	2017	2	24	2018	6393600	1513080000	1519473600	lower body	lower body	NIKITA SOSHNIKOV	1	NA	1	1513080000	17.958904109589
"1714.1"	Feb 24, 2018	Missed 31 games (lower body injury).	NIKITA	SOSHNIKOV	ST. LOUIS	BLUES	2018	2	24	31	TRUE	lower body injury	FALSE	6018	0	12	12	2017	2	24	2018	6393600	1513080000	1519473600	NA	NA	NIKITA SOSHNIKOV	1	NA	2	1519473600	18.1616438356164
"3928"	Oct 19, 2013	Missed 9 games (finger injury).	NIKITA	ZADOROV	COLORADO	AVALANCHE	2013	10	19	9	TRUE	finger injury	FALSE	6019	0	10	01	2013	10	19	2013	1555200	1380628800	1382184000	arm/hand	arm/hand	NIKITA ZADOROV	0	896	1	1380628800	13.758904109589
"3928.1"	Oct 19, 2013	Missed 9 games (finger injury).	NIKITA	ZADOROV	COLORADO	AVALANCHE	2013	10	19	9	TRUE	finger injury	FALSE	6020	0	10	01	2013	10	19	2013	1555200	1380628800	1382184000	NA	NA	NIKITA ZADOROV	0	896	2	1382184000	13.8082191780822
"88"	Apr 05, 2016	Missed 1 game (concussion).	NIKITA	ZADOROV	COLORADO	AVALANCHE	2016	4	05	1	TRUE	concussion	FALSE	6021	0	4	02	2016	4	05	2016	259200	1459598400	1459857600	concussion	concussion	NIKITA ZADOROV	1	321	1	1459598400	16.2630136986301
"88.1"	Apr 05, 2016	Missed 1 game (concussion).	NIKITA	ZADOROV	COLORADO	AVALANCHE	2016	4	05	1	TRUE	concussion	FALSE	6022	0	4	02	2016	4	05	2016	259200	1459598400	1459857600	NA	NA	NIKITA ZADOROV	1	321	2	1459857600	16.2712328767123
"281"	Apr 09, 2017	Missed the last 25 regular season games (fractured ankle).	NIKITA	ZADOROV	COLORADO	AVALANCHE	2017	4	09	25	TRUE	fractured ankle	TRUE	6023	0	2	20	2017	4	09	2017	4147200	1487592000	1491739200	foot	foot	NIKITA ZADOROV	1	NA	1	1487592000	17.1506849315068
"281.1"	Apr 09, 2017	Missed the last 25 regular season games (fractured ankle).	NIKITA	ZADOROV	COLORADO	AVALANCHE	2017	4	09	25	TRUE	fractured ankle	TRUE	6024	0	2	20	2017	4	09	2017	4147200	1487592000	1491739200	NA	NA	NIKITA ZADOROV	1	NA	2	1491739200	17.2821917808219
"526"	Apr 17, 2017	Missed the last 2 playoff games (upper body injury).	NIKITA	ZAITSEV	TORONTO	MAPLELEAFS	2017	4	17	2	TRUE	upper body injury	TRUE	6025	0	4	12	2017	4	17	2017	432000	1491998400	1492430400	upper body	upper body	NIKITA ZAITSEV	0	244	1	1491998400	17.2904109589041
"526.1"	Apr 17, 2017	Missed the last 2 playoff games (upper body injury).	NIKITA	ZAITSEV	TORONTO	MAPLELEAFS	2017	4	17	2	TRUE	upper body injury	TRUE	6026	0	4	12	2017	4	17	2017	432000	1491998400	1492430400	NA	NA	NIKITA ZAITSEV	0	244	2	1492430400	17.3041095890411
"2398"	Jan 30, 2018	Missed 17 games (lower body injury).	NIKITA	ZAITSEV	TORONTO	MAPLELEAFS	2018	1	30	17	TRUE	lower body injury	FALSE	6027	0	12	17	2017	1	30	2018	3801600	1513512000	1517313600	lower body	lower body	NIKITA ZAITSEV	1	NA	1	1513512000	17.972602739726
"2398.1"	Jan 30, 2018	Missed 17 games (lower body injury).	NIKITA	ZAITSEV	TORONTO	MAPLELEAFS	2018	1	30	17	TRUE	lower body injury	FALSE	6028	0	12	17	2017	1	30	2018	3801600	1513512000	1517313600	NA	NA	NIKITA ZAITSEV	1	NA	2	1517313600	18.0931506849315
"1055"	Dec 20, 2009	Missed 1 game (illness).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2009	12	20	1	TRUE	illness	FALSE	6029	0	12	18	2009	12	20	2009	172800	1261137600	1261310400	illness	illness	NIKLAS HJALMARSSON	0	6	1	1261137600	9.96986301369863
"1055.1"	Dec 20, 2009	Missed 1 game (illness).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2009	12	20	1	TRUE	illness	FALSE	6030	0	12	18	2009	12	20	2009	172800	1261137600	1261310400	NA	NA	NIKLAS HJALMARSSON	0	6	2	1261310400	9.97534246575342
"1217"	Dec 29, 2009	Missed 2 games (flu).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2009	12	29	2	TRUE	flu	FALSE	6031	0	12	26	2009	12	29	2009	259200	1261828800	1262088000	illness	illness	NIKLAS HJALMARSSON	1	4	1	1261828800	9.99178082191781
"1217.1"	Dec 29, 2009	Missed 2 games (flu).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2009	12	29	2	TRUE	flu	FALSE	6032	0	12	26	2009	12	29	2009	259200	1261828800	1262088000	NA	NA	NIKLAS HJALMARSSON	1	4	2	1262088000	10
"1894"	Jan 05, 2010	Missed 2 games (head injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2010	1	05	2	TRUE	head injury	FALSE	6033	0	1	02	2010	1	05	2010	259200	1262433600	1262692800	head/neck/face	head/neck/face	NIKLAS HJALMARSSON	1	766	1	1262433600	10.0109589041096
"1894.1"	Jan 05, 2010	Missed 2 games (head injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2010	1	05	2	TRUE	head injury	FALSE	6034	0	1	02	2010	1	05	2010	259200	1262433600	1262692800	NA	NA	NIKLAS HJALMARSSON	1	766	2	1262692800	10.0191780821918
"1678"	Feb 23, 2012	Missed 7 games (concussion).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2012	2	23	7	TRUE	concussion	FALSE	6035	0	2	10	2012	2	23	2012	1123200	1328875200	1329998400	concussion	concussion	NIKLAS HJALMARSSON	1	2	1	1328875200	12.1178082191781
"1678.1"	Feb 23, 2012	Missed 7 games (concussion).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2012	2	23	7	TRUE	concussion	FALSE	6036	0	2	10	2012	2	23	2012	1123200	1328875200	1329998400	NA	NA	NIKLAS HJALMARSSON	1	2	2	1329998400	12.1534246575342
"2620"	Mar 09, 2012	Missed 6 games (concussion).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2012	3	09	6	TRUE	concussion	FALSE	6037	0	2	25	2012	3	09	2012	1123200	1330171200	1331294400	concussion	concussion	NIKLAS HJALMARSSON	1	1814	1	1330171200	12.158904109589
"2620.1"	Mar 09, 2012	Missed 6 games (concussion).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2012	3	09	6	TRUE	concussion	FALSE	6038	0	2	25	2012	3	09	2012	1123200	1330171200	1331294400	NA	NA	NIKLAS HJALMARSSON	1	1814	2	1331294400	12.1945205479452
"2611"	Mar 08, 2017	Missed 4 games (upper body injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2017	3	08	4	TRUE	upper body injury	FALSE	6039	0	2	25	2017	3	08	2017	950400	1488024000	1488974400	upper body	upper body	NIKLAS HJALMARSSON	1	237	1	1488024000	17.1643835616438
"2611.1"	Mar 08, 2017	Missed 4 games (upper body injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2017	3	08	4	TRUE	upper body injury	FALSE	6040	0	2	25	2017	3	08	2017	950400	1488024000	1488974400	NA	NA	NIKLAS HJALMARSSON	1	237	2	1488974400	17.1945205479452
"3628"	Nov 20, 2017	Missed 10 games (upper body injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2017	11	20	10	TRUE	upper body injury	FALSE	6041	0	10	31	2017	11	20	2017	1728000	1509451200	1511179200	upper body	upper body	NIKLAS HJALMARSSON	1	10	1	1509451200	17.8438356164384
"3628.1"	Nov 20, 2017	Missed 10 games (upper body injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2017	11	20	10	TRUE	upper body injury	FALSE	6042	0	10	31	2017	11	20	2017	1728000	1509451200	1511179200	NA	NA	NIKLAS HJALMARSSON	1	10	2	1511179200	17.8986301369863
"2052"	Jan 12, 2018	Missed 16 games (upper body injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2018	1	12	16	TRUE	upper body injury	FALSE	6043	0	11	30	2017	1	12	2018	3715200	1512043200	1515758400	upper body	upper body	NIKLAS HJALMARSSON	1	NA	1	1512043200	17.9260273972603
"2052.1"	Jan 12, 2018	Missed 16 games (upper body injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	2018	1	12	16	TRUE	upper body injury	FALSE	6044	0	11	30	2017	1	12	2018	3715200	1512043200	1515758400	NA	NA	NIKLAS HJALMARSSON	1	NA	2	1515758400	18.0438356164384
"3117"	May 04, 2004	Missed the last 33 games of the regular season, all 6 games of Round One against the Nashville Predators and all 6 games of Round Two against the Calgary Flames (broken right leg).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2004	5	04	45	TRUE	broken right leg	TRUE	6045	0	1	22	2004	5	04	2004	8899200	1074772800	1083672000	leg	leg	NIKLAS KRONWALL	0	512	1	1074772800	4.06027397260274
"3117.1"	May 04, 2004	Missed the last 33 games of the regular season, all 6 games of Round One against the Nashville Predators and all 6 games of Round Two against the Calgary Flames (broken right leg).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2004	5	04	45	TRUE	broken right leg	TRUE	6046	0	1	22	2004	5	04	2004	8899200	1074772800	1083672000	NA	NA	NIKLAS KRONWALL	0	512	2	1083672000	4.34246575342466
"1282"	Feb 01, 2006	Missed 52 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2006	2	01	52	TRUE	knee injury	FALSE	6047	0	9	28	2005	2	01	2006	10886400	1127908800	1138795200	leg	leg	NIKLAS KRONWALL	1	286	1	1127908800	5.74520547945205
"1282.1"	Feb 01, 2006	Missed 52 games (knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2006	2	01	52	TRUE	knee injury	FALSE	6048	0	9	28	2005	2	01	2006	10886400	1127908800	1138795200	NA	NA	NIKLAS KRONWALL	1	286	2	1138795200	6.09041095890411
"3685"	Nov 24, 2006	Missed 4 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2006	11	24	4	TRUE	groin	FALSE	6049	0	11	14	2006	11	24	2006	864000	1163505600	1164369600	lower body	lower body	NIKLAS KRONWALL	1	8	1	1163505600	6.87397260273973
"3685.1"	Nov 24, 2006	Missed 4 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2006	11	24	4	TRUE	groin	FALSE	6050	0	11	14	2006	11	24	2006	864000	1163505600	1164369600	NA	NA	NIKLAS KRONWALL	1	8	2	1164369600	6.9013698630137
"956"	Dec 16, 2006	Missed 6 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2006	12	16	6	TRUE	groin	FALSE	6051	0	12	02	2006	12	16	2006	1209600	1165060800	1166270400	lower body	lower body	NIKLAS KRONWALL	1	105	1	1165060800	6.92328767123288
"956.1"	Dec 16, 2006	Missed 6 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2006	12	16	6	TRUE	groin	FALSE	6052	0	12	02	2006	12	16	2006	1209600	1165060800	1166270400	NA	NA	NIKLAS KRONWALL	1	105	2	1166270400	6.96164383561644
"3204"	May 22, 2007	Missed the last 4 games of the regular season and all 18 games of the playoffs (sacrum).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2007	5	22	22	TRUE	sacrum	TRUE	6053	0	3	31	2007	5	22	2007	4492800	1175342400	1179835200	mid body	mid body	NIKLAS KRONWALL	1	159	1	1175342400	7.24931506849315
"3204.1"	May 22, 2007	Missed the last 4 games of the regular season and all 18 games of the playoffs (sacrum).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2007	5	22	22	TRUE	sacrum	TRUE	6054	0	3	31	2007	5	22	2007	4492800	1175342400	1179835200	NA	NA	NIKLAS KRONWALL	1	159	2	1179835200	7.39178082191781
"3378"	Nov 09, 2007	Missed 4 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2007	11	09	4	TRUE	groin	FALSE	6055	0	10	28	2007	11	09	2007	1036800	1193572800	1194609600	lower body	lower body	NIKLAS KRONWALL	1	83	1	1193572800	7.82739726027397
"3378.1"	Nov 09, 2007	Missed 4 games (groin).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2007	11	09	4	TRUE	groin	FALSE	6056	0	10	28	2007	11	09	2007	1036800	1193572800	1194609600	NA	NA	NIKLAS KRONWALL	1	83	2	1194609600	7.86027397260274
"1784"	Feb 28, 2008	Missed 13 games (sprained shoulder).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2008	2	28	13	TRUE	sprained shoulder	FALSE	6057	0	1	31	2008	2	28	2008	2419200	1201780800	1204200000	upper body	upper body	NIKLAS KRONWALL	1	266	1	1201780800	8.08767123287671
"1784.1"	Feb 28, 2008	Missed 13 games (sprained shoulder).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2008	2	28	13	TRUE	sprained shoulder	FALSE	6058	0	1	31	2008	2	28	2008	2419200	1201780800	1204200000	NA	NA	NIKLAS KRONWALL	1	266	2	1204200000	8.16438356164384
"3652"	Nov 22, 2008	Missed 1 game (ankle injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2008	11	22	1	TRUE	ankle injury	FALSE	6059	0	11	20	2008	11	22	2008	172800	1227182400	1227355200	foot	foot	NIKLAS KRONWALL	1	49	1	1227182400	8.89315068493151
"3652.1"	Nov 22, 2008	Missed 1 game (ankle injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2008	11	22	1	TRUE	ankle injury	FALSE	6060	0	11	20	2008	11	22	2008	172800	1227182400	1227355200	NA	NA	NIKLAS KRONWALL	1	49	2	1227355200	8.8986301369863
"2035"	Jan 12, 2009	Missed 1 game (flu).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2009	1	12	1	TRUE	flu	FALSE	6061	0	1	10	2009	1	12	2009	172800	1231588800	1231761600	illness	illness	NIKLAS KRONWALL	1	314	1	1231588800	9.03287671232877
"2035.1"	Jan 12, 2009	Missed 1 game (flu).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2009	1	12	1	TRUE	flu	FALSE	6062	0	1	10	2009	1	12	2009	172800	1231588800	1231761600	NA	NA	NIKLAS KRONWALL	1	314	2	1231761600	9.03835616438356
"2333"	Jan 26, 2010	Missed 30 games (sprained left MCL).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2010	1	26	30	TRUE	sprained left MCL	FALSE	6063	0	11	22	2009	1	26	2010	5616000	1258891200	1264507200	leg	leg	NIKLAS KRONWALL	1	8	1	1258891200	9.8986301369863
"2333.1"	Jan 26, 2010	Missed 30 games (sprained left MCL).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2010	1	26	30	TRUE	sprained left MCL	FALSE	6064	0	11	22	2009	1	26	2010	5616000	1258891200	1264507200	NA	NA	NIKLAS KRONWALL	1	8	2	1264507200	10.0767123287671
"1516"	Feb 13, 2010	Missed 4 games (left knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2010	2	13	4	TRUE	left knee injury	FALSE	6065	0	2	03	2010	2	13	2010	864000	1265198400	1266062400	leg	leg	NIKLAS KRONWALL	1	414	1	1265198400	10.0986301369863
"1516.1"	Feb 13, 2010	Missed 4 games (left knee injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2010	2	13	4	TRUE	left knee injury	FALSE	6066	0	2	03	2010	2	13	2010	864000	1265198400	1266062400	NA	NA	NIKLAS KRONWALL	1	414	2	1266062400	10.1260273972603
"418"	Apr 13, 2011	Missed the last 5 regular season games (shoulder injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2011	4	13	5	TRUE	shoulder injury	TRUE	6067	0	4	03	2011	4	13	2011	864000	1301832000	1302696000	upper body	upper body	NIKLAS KRONWALL	1	920	1	1301832000	11.2602739726027
"418.1"	Apr 13, 2011	Missed the last 5 regular season games (shoulder injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2011	4	13	5	TRUE	shoulder injury	TRUE	6068	0	4	03	2011	4	13	2011	864000	1301832000	1302696000	NA	NA	NIKLAS KRONWALL	1	920	2	1302696000	11.2876712328767
"3986"	Oct 23, 2013	Missed 2 games (mild concussion).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2013	10	23	2	TRUE	mild concussion	FALSE	6069	0	10	19	2013	10	23	2013	345600	1382184000	1382529600	concussion	concussion	NIKLAS KRONWALL	1	517	1	1382184000	13.8082191780822
"3986.1"	Oct 23, 2013	Missed 2 games (mild concussion).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2013	10	23	2	TRUE	mild concussion	FALSE	6070	0	10	19	2013	10	23	2013	345600	1382184000	1382529600	NA	NA	NIKLAS KRONWALL	1	517	2	1382529600	13.8191780821918
"2996"	Mar 26, 2015	Missed 1 game (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2015	3	26	1	TRUE	lower body injury	FALSE	6071	0	3	24	2015	3	26	2015	172800	1427198400	1427371200	lower body	lower body	NIKLAS KRONWALL	1	299	1	1427198400	15.2356164383562
"2996.1"	Mar 26, 2015	Missed 1 game (lower body injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	2015	3	26	1	TRUE	lower body injury	FALSE	6072	0	3	24	2015	3	26	2015	172800	1427198400	1427371200	NA	NA	NIKLAS KRONWALL	1	299	2	1427371200	15.241095890411
