"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"
"8529"	Jan 20, 2011	Missed 7 games (strained groin).	FRANS	NIELSEN	DETROIT	REDWINGS	7	TRUE	strained groin	FALSE	3224	0	1	6	2011	1	20	2011	14	1294315200	1295524800	groin	lower body	FRANS NIELSEN	1	72
"927"	Apr 10, 2011	Missed the last 4 regular season games (concussion).	FRANS	NIELSEN	DETROIT	REDWINGS	4	TRUE	concussion	TRUE	3225	0	4	02	2011	4	10	2011	8	1301745600	1302436800	concussion	concussion	FRANS NIELSEN	1	1036
"11339"	Mar 02, 2014	Missed 2 games (broken hand).	FRANS	NIELSEN	DETROIT	REDWINGS	2	TRUE	broken hand	FALSE	3226	0	2	09	2014	3	02	2014	21	1391947200	1393761600	hand	arm/hand	FRANS NIELSEN	1	376
"12317"	Mar 14, 2015	Missed 1 game (lower body injury).	FRANS	NIELSEN	DETROIT	REDWINGS	1	TRUE	lower body injury	FALSE	3227	0	3	13	2015	3	14	2015	1	1426248000	1426334400	lower body	lower body	FRANS NIELSEN	1	24
"1394"	Apr 15, 2015	Missed the last 3 regular season games (undisclosed).	FRANS	NIELSEN	DETROIT	REDWINGS	3	TRUE	undisclosed	TRUE	3228	0	4	07	2015	4	15	2015	8	1428408000	1429099200	undisclosed	undisclosed	FRANS NIELSEN	1	661
"5231"	Feb 10, 2017	Missed 3 games (upper body injury).	FRANS	NIELSEN	DETROIT	REDWINGS	3	TRUE	upper body injury	FALSE	3229	0	2	04	2017	2	10	2017	6	1486209600	1486728000	upper body	upper body	FRANS NIELSEN	1	NA
"3864"	Dec 23, 2013	Missed 3 games (groin).	GUSTAV	NYQUIST	DETROIT	REDWINGS	3	TRUE	groin	FALSE	3230	0	12	17	2013	12	23	2013	6	1387281600	1387800000	groin	lower body	GUSTAV NYQUIST	0	NA
"14184"	Nov 02, 2002	Missed 3 games (groin).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	3	TRUE	groin	FALSE	3231	0	10	24	2002	11	02	2002	9	1035460800	1036238400	groin	lower body	HENRIK ZETTERBERG	0	367
"3365"	Dec 17, 2003	Missed 21 games (broken leg).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	21	TRUE	broken leg	FALSE	3232	0	11	04	2003	12	17	2003	43	1067947200	1071662400	leg	leg	HENRIK ZETTERBERG	1	763
"8766"	Jan 23, 2006	Missed 2 games (hip injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	hip injury	FALSE	3233	0	1	18	2006	1	23	2006	5	1137585600	1138017600	hip	lower body	HENRIK ZETTERBERG	1	74
"1003"	Apr 11, 2006	Missed 1 game (upper body injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	1	TRUE	upper body injury	FALSE	3234	0	4	07	2006	4	11	2006	4	1144411200	1144756800	upper body	upper body	HENRIK ZETTERBERG	1	321
"1137"	Apr 12, 2007	Missed the last 19 games of the regular season (back spasms).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	19	TRUE	back spasms	TRUE	3235	0	2	26	2007	4	12	2007	45	1172491200	1176379200	back	mid body	HENRIK ZETTERBERG	1	254
"6954"	Jan 02, 2008	Missed 5 games (back spasms).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	5	TRUE	back spasms	FALSE	3236	0	12	22	2007	1	02	2008	11	1198324800	1199275200	back	mid body	HENRIK ZETTERBERG	1	20
"9268"	Jan 30, 2008	Missed 2 games (back injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	back injury	FALSE	3237	0	1	22	2008	1	30	2008	8	1201003200	1201694400	back	mid body	HENRIK ZETTERBERG	1	260
"17914"	Oct 22, 2008	Missed 2 games (strained groin).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	strained groin	FALSE	3238	0	10	16	2008	10	22	2008	6	1224158400	1224676800	groin	lower body	HENRIK ZETTERBERG	1	99
"4707"	Feb 04, 2009	Missed 3 games (back injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	3	TRUE	back injury	FALSE	3239	0	1	29	2009	2	04	2009	6	1233230400	1233748800	back	mid body	HENRIK ZETTERBERG	1	317
"7366"	Jan 07, 2010	Missed 8 games (separated left shoulder).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	8	TRUE	separated left shoulder	FALSE	3240	0	12	18	2009	1	07	2010	20	1261137600	1262865600	shoulder	upper body	HENRIK ZETTERBERG	1	456
"1972"	Apr 29, 2011	Missed the last 2 games of the regular season and 4 playoff games (lower body injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	6	TRUE	lower body injury	TRUE	3241	0	4	08	2011	4	29	2011	21	1302264000	1304078400	lower body	lower body	HENRIK ZETTERBERG	1	702
"300"	Apr 04, 2013	Missed 2 games (groin).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	groin	FALSE	3242	0	3	31	2013	4	04	2013	4	1364731200	1365076800	groin	lower body	HENRIK ZETTERBERG	1	243
"4027"	Dec 27, 2013	Missed 11 games (herniated disc).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	11	TRUE	herniated disc	FALSE	3243	0	12	03	2013	12	27	2013	24	1386072000	1388145600	hernia	other	HENRIK ZETTERBERG	1	30
"9294"	Jan 30, 2014	Missed 2 games (back injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	2	TRUE	back injury	FALSE	3244	0	1	26	2014	1	30	2014	4	1390737600	1391083200	back	mid body	HENRIK ZETTERBERG	1	27
"1806"	Apr 24, 2014	Missed the last 24 regular season and first 3 playoff games (back surgery).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	27	TRUE	back surgery	TRUE	3245	0	2	26	2014	4	24	2014	57	1393416000	1398340800	back	mid body	HENRIK ZETTERBERG	1	305
"11572"	Mar 04, 2015	Missed 4 games (head injury).	HENRIK	ZETTERBERG	DETROIT	REDWINGS	4	TRUE	head injury	FALSE	3246	0	2	23	2015	3	04	2015	9	1424692800	1425470400	head	head/neck/face	HENRIK ZETTERBERG	1	NA
"8429"	Jan 18, 2018	Missed 6 games (illness).	VICTOR	ANTIPIN	BUFFALO	SABRES	6	TRUE	illness	FALSE	3247	0	1	01	2018	1	18	2018	17	1514808000	1516276800	cold/virus	illness	VICTOR ANTIPIN	0	NA
"12657"	Mar 19, 2015	Missed 2 games (flu).	NATHAN	BEAULIEU	BUFFALO	SABRES	2	TRUE	flu	FALSE	3248	0	3	16	2015	3	19	2015	3	1426507200	1426766400	cold/virus	illness	NATHAN BEAULIEU	0	33
"13801"	May 09, 2015	Missed the last 7 playoff games (upper body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	7	TRUE	upper body injury	TRUE	3249	0	4	21	2015	5	09	2015	18	1429617600	1431172800	upper body	upper body	NATHAN BEAULIEU	1	279
"5591"	Feb 15, 2016	Missed 1 game (lower body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	1	TRUE	lower body injury	FALSE	3250	0	2	12	2016	2	15	2016	3	1455278400	1455537600	lower body	lower body	NATHAN BEAULIEU	1	8
"12467"	Mar 16, 2016	Missed 10 games (lower body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	10	TRUE	lower body injury	FALSE	3251	0	2	23	2016	3	16	2016	22	1456228800	1458129600	lower body	lower body	NATHAN BEAULIEU	1	15
"818"	Apr 09, 2016	Missed the last 4 regular season games (broken thumb).	NATHAN	BEAULIEU	BUFFALO	SABRES	4	TRUE	broken thumb	TRUE	3252	0	3	31	2016	4	09	2016	9	1459425600	1460203200	finger	arm/hand	NATHAN BEAULIEU	1	228
"2744"	Dec 08, 2016	Missed 6 games (neck injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	6	TRUE	neck injury	FALSE	3253	0	11	23	2016	12	08	2016	15	1479902400	1481198400	neck	head/neck/face	NATHAN BEAULIEU	1	317
"14833"	Nov 10, 2017	Missed 7 games (upper body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	7	TRUE	upper body injury	FALSE	3254	0	10	21	2017	11	10	2017	20	1508587200	1510315200	upper body	upper body	NATHAN BEAULIEU	1	25
"3290"	Dec 15, 2017	Missed 5 games (illness).	NATHAN	BEAULIEU	BUFFALO	SABRES	5	TRUE	illness	FALSE	3255	0	12	05	2017	12	15	2017	10	1512475200	1513339200	cold/virus	illness	NATHAN BEAULIEU	1	33
"8756"	Jan 22, 2018	Missed 2 games (illness).	NATHAN	BEAULIEU	BUFFALO	SABRES	2	TRUE	illness	FALSE	3256	0	1	17	2018	1	22	2018	5	1516190400	1516622400	cold/virus	illness	NATHAN BEAULIEU	1	1
"4694"	Feb 03, 2018	Missed 4 games (upper body injury).	NATHAN	BEAULIEU	BUFFALO	SABRES	4	TRUE	upper body injury	FALSE	3257	0	1	23	2018	2	03	2018	11	1516708800	1517659200	upper body	upper body	NATHAN BEAULIEU	1	NA
"3647"	Dec 20, 2011	Missed 11 games (back injury).	JUSTIN	FALK	BUFFALO	SABRES	11	TRUE	back injury	FALSE	3258	0	11	28	2011	12	20	2011	22	1322481600	1324382400	back	mid body	JUSTIN FALK	0	77
"13376"	Mar 29, 2012	Missed 10 games (leg injury).	JUSTIN	FALK	BUFFALO	SABRES	10	TRUE	leg injury	FALSE	3259	0	3	06	2012	3	29	2012	23	1331035200	1333022400	leg	leg	JUSTIN FALK	1	325
"6465"	Feb 26, 2013	Missed 3 games (illness).	JUSTIN	FALK	BUFFALO	SABRES	3	TRUE	illness	FALSE	3260	0	2	17	2013	2	26	2013	9	1361102400	1361880000	cold/virus	illness	JUSTIN FALK	1	687
"8649"	Jan 21, 2015	Missed 4 games (upper body injury).	JUSTIN	FALK	BUFFALO	SABRES	4	TRUE	upper body injury	FALSE	3261	0	1	14	2015	1	21	2015	7	1421236800	1421841600	upper body	upper body	JUSTIN FALK	1	785
"13118"	Mar 25, 2017	Missed 4 games (calf injury).	JUSTIN	FALK	BUFFALO	SABRES	4	TRUE	calf injury	FALSE	3262	0	3	16	2017	3	25	2017	9	1489665600	1490443200	calf	leg	JUSTIN FALK	1	192
"14250"	Nov 02, 2017	Missed 12 games (lower body injury).	JUSTIN	FALK	BUFFALO	SABRES	12	TRUE	lower body injury	FALSE	3263	0	10	03	2017	11	02	2017	30	1507032000	1509624000	lower body	lower body	JUSTIN FALK	1	NA
"17727"	Oct 19, 2013	Missed 1 game (facial injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	1	TRUE	facial injury	FALSE	3264	0	10	17	2013	10	19	2013	2	1382011200	1382184000	face	head/neck/face	ZEMGUS GIRGENSONS	0	139
"13388"	Mar 29, 2014	Missed 11 games (lower body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	11	TRUE	lower body injury	FALSE	3265	0	3	07	2014	3	29	2014	22	1394193600	1396094400	lower body	lower body	ZEMGUS GIRGENSONS	1	333
"1084"	Apr 11, 2015	Missed the last 21 regular season games (lower body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	21	TRUE	lower body injury	TRUE	3266	0	2	25	2015	4	11	2015	45	1424865600	1428753600	lower body	lower body	ZEMGUS GIRGENSONS	1	220
"15920"	Nov 25, 2015	Missed 4 games (upper body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	4	TRUE	upper body injury	FALSE	3267	0	11	17	2015	11	25	2015	8	1447761600	1448452800	upper body	upper body	ZEMGUS GIRGENSONS	1	52
"8938"	Jan 25, 2016	Missed 4 games (upper body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	4	TRUE	upper body injury	FALSE	3268	0	1	16	2016	1	25	2016	9	1452945600	1453723200	upper body	upper body	ZEMGUS GIRGENSONS	1	15
"5522"	Feb 14, 2016	Missed 3 games (lower body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	3	TRUE	lower body injury	FALSE	3269	0	2	09	2016	2	14	2016	5	1455019200	1455451200	lower body	lower body	ZEMGUS GIRGENSONS	1	361
"6398"	Feb 25, 2017	Missed 7 games (mid-body).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	7	TRUE	mid-body	FALSE	3270	0	2	09	2017	2	25	2017	16	1486641600	1488024000	mid-body	mid body	ZEMGUS GIRGENSONS	1	237
"18185"	Oct 25, 2017	Missed 3 games (lower body injury).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	3	TRUE	lower body injury	FALSE	3271	0	10	20	2017	10	25	2017	5	1508500800	1508932800	lower body	lower body	ZEMGUS GIRGENSONS	1	108
"5319"	Feb 11, 2018	Missed 1 game (illness).	ZEMGUS	GIRGENSONS	BUFFALO	SABRES	1	TRUE	illness	FALSE	3272	0	2	10	2018	2	11	2018	1	1518264000	1518350400	cold/virus	illness	ZEMGUS GIRGENSONS	1	NA
"13128"	Mar 26, 2006	Missed 1 game (flu).	JOSH	GORGES	BUFFALO	SABRES	1	TRUE	flu	FALSE	3273	0	3	25	2006	3	26	2006	1	1143288000	1143374400	cold/virus	illness	JOSH GORGES	0	1043
"4635"	Feb 03, 2009	Missed 1 game (head injury).	JOSH	GORGES	BUFFALO	SABRES	1	TRUE	head injury	FALSE	3274	0	2	01	2009	2	03	2009	2	1233489600	1233662400	head	head/neck/face	JOSH GORGES	1	693
"1890"	Apr 27, 2011	Missed the last 46 games of the regular season and 7 playoff games (right knee injury).	JOSH	GORGES	BUFFALO	SABRES	53	TRUE	right knee injury	TRUE	3275	0	12	28	2010	4	27	2011	120	1293537600	1303905600	knee	leg	JOSH GORGES	1	969
"4134"	Dec 28, 2013	Missed 1 game (lower body injury).	JOSH	GORGES	BUFFALO	SABRES	1	TRUE	lower body injury	FALSE	3276	0	12	21	2013	12	28	2013	7	1387627200	1388232000	lower body	lower body	JOSH GORGES	1	68
"671"	Apr 08, 2014	Missed 15 games (broken hand).	JOSH	GORGES	BUFFALO	SABRES	15	TRUE	broken hand	FALSE	3277	0	3	06	2014	4	08	2014	33	1394107200	1396958400	hand	arm/hand	JOSH GORGES	1	218
"2296"	Dec 02, 2014	Missed 7 games (knee injury).	JOSH	GORGES	BUFFALO	SABRES	7	TRUE	knee injury	FALSE	3278	0	11	12	2014	12	02	2014	20	1415793600	1417521600	knee	leg	JOSH GORGES	1	13
"3666"	Dec 20, 2014	Missed 2 games (finger injury).	JOSH	GORGES	BUFFALO	SABRES	2	TRUE	finger injury	FALSE	3279	0	12	15	2014	12	20	2014	5	1418644800	1419076800	finger	arm/hand	JOSH GORGES	1	57
"1086"	Apr 11, 2015	Missed the last 27 regular season games (lower body injury).	JOSH	GORGES	BUFFALO	SABRES	27	TRUE	lower body injury	TRUE	3280	0	2	15	2015	4	11	2015	55	1424001600	1428753600	lower body	lower body	JOSH GORGES	1	280
"8565"	Jan 20, 2016	Missed 2 games (upper body injury).	JOSH	GORGES	BUFFALO	SABRES	2	TRUE	upper body injury	FALSE	3281	0	1	16	2016	1	20	2016	4	1452945600	1453291200	upper body	upper body	JOSH GORGES	1	2
"4591"	Feb 02, 2016	Missed 3 games (upper body injury).	JOSH	GORGES	BUFFALO	SABRES	3	TRUE	upper body injury	FALSE	3282	0	1	22	2016	2	02	2016	11	1453464000	1454414400	upper body	upper body	JOSH GORGES	1	305
"2834"	Dec 09, 2016	Missed 3 games (fractured foot).	JOSH	GORGES	BUFFALO	SABRES	3	TRUE	fractured foot	FALSE	3283	0	12	03	2016	12	09	2016	6	1480766400	1481284800	foot	foot	JOSH GORGES	1	25
"7231"	Jan 05, 2017	Missed 1 game (hip injury).	JOSH	GORGES	BUFFALO	SABRES	1	TRUE	hip injury	FALSE	3284	0	1	03	2017	1	05	2017	2	1483444800	1483617600	hip	lower body	JOSH GORGES	1	2
"4768"	Feb 04, 2017	Missed 12 games (abdominal injury).	JOSH	GORGES	BUFFALO	SABRES	12	TRUE	abdominal injury	FALSE	3285	0	1	07	2017	2	04	2017	28	1483790400	1486209600	abdominal	mid body	JOSH GORGES	1	257
"14834"	Nov 10, 2017	Missed 8 games (lower body injury).	JOSH	GORGES	BUFFALO	SABRES	8	TRUE	lower body injury	FALSE	3286	0	10	19	2017	11	10	2017	22	1508414400	1510315200	lower body	lower body	JOSH GORGES	1	73
"9324"	Jan 30, 2018	Missed 3 games (illness).	JOSH	GORGES	BUFFALO	SABRES	3	TRUE	illness	FALSE	3287	0	1	22	2018	1	30	2018	8	1516622400	1517313600	cold/virus	illness	JOSH GORGES	1	NA
"18029"	Oct 23, 2015	Missed 6 games (knee injury).	SETH	GRIFFITH	BUFFALO	SABRES	6	TRUE	knee injury	FALSE	3288	0	10	06	2015	10	23	2015	17	1444132800	1445601600	knee	leg	SETH GRIFFITH	0	440
"7962"	Jan 13, 2017	Missed 4 games (concussion).	SETH	GRIFFITH	BUFFALO	SABRES	4	TRUE	concussion	FALSE	3289	0	1	05	2017	1	13	2017	8	1483617600	1484308800	concussion	concussion	SETH GRIFFITH	1	NA
"1081"	Apr 11, 2015	Missed the last 18 regular season games (lower body injury).	CHAD	JOHNSON	BUFFALO	SABRES	18	TRUE	lower body injury	TRUE	3290	0	3	06	2015	4	11	2015	36	1425643200	1428753600	lower body	lower body	CHAD JOHNSON	0	725
"1408"	Apr 15, 2017	Missed the last 2 regular season and first playoff games (lower body injury).	CHAD	JOHNSON	BUFFALO	SABRES	3	TRUE	lower body injury	TRUE	3291	0	4	05	2017	4	15	2017	10	1491393600	1492257600	lower body	lower body	CHAD JOHNSON	1	NA
"7639"	Jan 10, 2012	Missed 36 games (clavicle injury).	JACOB	JOSEFSON	BUFFALO	SABRES	36	TRUE	clavicle injury	FALSE	3292	0	10	22	2011	1	10	2012	80	1319284800	1326196800	collarbone	mid body	JACOB JOSEFSON	0	86
"13963"	May 21, 2012	Missed 2 regular season and 15 playoff games (broken left wrist).	JACOB	JOSEFSON	BUFFALO	SABRES	17	TRUE	broken left wrist	FALSE	3293	0	4	05	2012	5	21	2012	46	1333627200	1337601600	wrist	arm/hand	JACOB JOSEFSON	1	597
"8187"	Jan 16, 2014	Missed 4 games (illness).	JACOB	JOSEFSON	BUFFALO	SABRES	4	TRUE	illness	FALSE	3294	0	1	08	2014	1	16	2014	8	1389182400	1389873600	cold/virus	illness	JACOB JOSEFSON	1	79
"1266"	Apr 13, 2014	Missed the last 5 regular season games (lower body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	5	TRUE	lower body injury	TRUE	3295	0	4	05	2014	4	13	2014	8	1396699200	1397390400	lower body	lower body	JACOB JOSEFSON	1	250
"4044"	Dec 27, 2014	Missed 3 games (strained groin).	JACOB	JOSEFSON	BUFFALO	SABRES	3	TRUE	strained groin	FALSE	3296	0	12	19	2014	12	27	2014	8	1418990400	1419681600	groin	lower body	JACOB JOSEFSON	1	2
"7580"	Jan 09, 2015	Missed 6 games (illness).	JACOB	JOSEFSON	BUFFALO	SABRES	6	TRUE	illness	FALSE	3297	0	12	29	2014	1	09	2015	11	1419854400	1420804800	cold/virus	illness	JACOB JOSEFSON	1	354
"8564"	Jan 20, 2016	Missed 11 games (foot injury).	JACOB	JOSEFSON	BUFFALO	SABRES	11	TRUE	foot injury	FALSE	3298	0	12	29	2015	1	20	2016	22	1451390400	1453291200	foot	foot	JACOB JOSEFSON	1	37
"11255"	Mar 01, 2016	Missed 1 game (illness).	JACOB	JOSEFSON	BUFFALO	SABRES	1	TRUE	illness	FALSE	3299	0	2	26	2016	3	01	2016	4	1456488000	1456833600	cold/virus	illness	JACOB JOSEFSON	1	5
"158"	Apr 02, 2016	Missed 12 games (upper body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	12	TRUE	upper body injury	FALSE	3300	0	3	06	2016	4	02	2016	27	1457265600	1459598400	upper body	upper body	JACOB JOSEFSON	1	260
"4283"	Dec 29, 2016	Missed 5 games (concussion).	JACOB	JOSEFSON	BUFFALO	SABRES	5	TRUE	concussion	FALSE	3301	0	12	18	2016	12	29	2016	11	1482062400	1483012800	concussion	concussion	JACOB JOSEFSON	1	4
"7963"	Jan 13, 2017	Missed 6 games (illness).	JACOB	JOSEFSON	BUFFALO	SABRES	6	TRUE	illness	FALSE	3302	0	1	02	2017	1	13	2017	11	1483358400	1484308800	cold/virus	illness	JACOB JOSEFSON	1	47
"518"	Apr 06, 2017	Missed 17 games (upper body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	17	TRUE	upper body injury	FALSE	3303	0	3	01	2017	4	06	2017	36	1488369600	1491480000	upper body	upper body	JACOB JOSEFSON	1	194
"15723"	Nov 22, 2017	Missed 15 games (lower body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	15	TRUE	lower body injury	FALSE	3304	0	10	17	2017	11	22	2017	36	1508241600	1511352000	lower body	lower body	JACOB JOSEFSON	1	5
"3624"	Dec 19, 2017	Missed 9 games (ankle injury).	JACOB	JOSEFSON	BUFFALO	SABRES	9	TRUE	ankle injury	FALSE	3305	0	11	27	2017	12	19	2017	22	1511784000	1513684800	ankle	foot	JACOB JOSEFSON	1	22
"4542"	Feb 01, 2018	Missed 7 games (lower body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	7	TRUE	lower body injury	FALSE	3306	0	1	10	2018	2	01	2018	22	1515585600	1517486400	lower body	lower body	JACOB JOSEFSON	1	NA
"17188"	Oct 10, 2014	Missed 1 game (concussion).	JOHAN	LARSSON	BUFFALO	SABRES	1	TRUE	concussion	FALSE	3307	0	10	07	2014	10	10	2014	3	1412683200	1412942400	concussion	concussion	JOHAN LARSSON	0	487
"5662"	Feb 16, 2016	Missed 4 games (undisclosed).	JOHAN	LARSSON	BUFFALO	SABRES	4	TRUE	undisclosed	FALSE	3308	0	2	09	2016	2	16	2016	7	1455019200	1455624000	undisclosed	undisclosed	JOHAN LARSSON	1	53
"893"	Apr 09, 2017	Missed the last 46 regular season games (wrist injury).	JOHAN	LARSSON	BUFFALO	SABRES	46	TRUE	wrist injury	TRUE	3309	0	4	09	2016	4	09	2017	365	1460203200	1491739200	wrist	arm/hand	JOHAN LARSSON	1	NA
"2878"	Dec 10, 2014	Missed 3 games (undisclosed).	ROBIN	LEHNER	BUFFALO	SABRES	3	TRUE	undisclosed	FALSE	3310	0	12	04	2014	12	10	2014	6	1417694400	1418212800	undisclosed	undisclosed	ROBIN LEHNER	0	70
"1868"	Apr 26, 2015	Missed the last 27 regular season and all 6 playoff games (concussion).	ROBIN	LEHNER	BUFFALO	SABRES	33	TRUE	concussion	TRUE	3311	0	2	18	2015	4	26	2015	67	1424260800	1430049600	concussion	concussion	ROBIN LEHNER	1	167
"7502"	Jan 08, 2016	Missed 39 games (lower body injury).	ROBIN	LEHNER	BUFFALO	SABRES	39	TRUE	lower body injury	FALSE	3312	0	10	10	2015	1	08	2016	90	1444478400	1452254400	lower body	lower body	ROBIN LEHNER	1	70
"799"	Apr 09, 2016	Missed the last 11 regular season games (ankle injury).	ROBIN	LEHNER	BUFFALO	SABRES	11	TRUE	ankle injury	TRUE	3313	0	3	18	2016	4	09	2016	22	1458302400	1460203200	ankle	foot	ROBIN LEHNER	1	199
"18392"	Oct 28, 2016	Missed 2 games (illness).	ROBIN	LEHNER	BUFFALO	SABRES	2	TRUE	illness	FALSE	3314	0	10	25	2016	10	28	2016	3	1477396800	1477656000	cold/virus	illness	ROBIN LEHNER	1	33
"2324"	Dec 02, 2016	Missed 1 game (hip injury).	ROBIN	LEHNER	BUFFALO	SABRES	1	TRUE	hip injury	FALSE	3315	0	11	30	2016	12	02	2016	2	1480507200	1480680000	hip	lower body	ROBIN LEHNER	1	39
"8219"	Jan 16, 2017	Missed 3 games (flu).	ROBIN	LEHNER	BUFFALO	SABRES	3	TRUE	flu	FALSE	3316	0	1	10	2017	1	16	2017	6	1484049600	1484568000	cold/virus	illness	ROBIN LEHNER	1	41
"6836"	Feb 28, 2017	Missed 1 game (upper body injury).	ROBIN	LEHNER	BUFFALO	SABRES	1	TRUE	upper body injury	FALSE	3317	0	2	26	2017	2	28	2017	2	1488110400	1488283200	upper body	upper body	ROBIN LEHNER	1	356
"6033"	Feb 21, 2018	Missed 1 game (lower body injury).	ROBIN	LEHNER	BUFFALO	SABRES	1	TRUE	lower body injury	FALSE	3318	0	2	19	2018	2	21	2018	2	1519041600	1519214400	lower body	lower body	ROBIN LEHNER	1	NA
"1737"	Apr 22, 2016	Missed the last 25 regular season and all 5 playoff games (herniated disc).	JORDAN	NOLAN	BUFFALO	SABRES	30	TRUE	herniated disc	TRUE	3319	0	2	20	2016	4	22	2016	62	1455969600	1461326400	hernia	other	JORDAN NOLAN	0	288
"6399"	Feb 25, 2017	Missed 9 games (lower body injury).	JORDAN	NOLAN	BUFFALO	SABRES	9	TRUE	lower body injury	FALSE	3320	0	2	04	2017	2	25	2017	21	1486209600	1488024000	lower body	lower body	JORDAN NOLAN	1	1
"12763"	Mar 20, 2017	Missed 10 games (leg injury).	JORDAN	NOLAN	BUFFALO	SABRES	10	TRUE	leg injury	FALSE	3321	0	2	26	2017	3	20	2017	22	1488110400	1490011200	leg	leg	JORDAN NOLAN	1	NA
"5175"	Feb 10, 2010	Missed 1 game (foot injury).	RYAN	O'REILLY	BUFFALO	SABRES	1	TRUE	foot injury	FALSE	3322	0	2	08	2010	2	10	2010	2	1265630400	1265803200	foot	foot	RYAN O'REILLY	0	338
"4949"	Feb 07, 2011	Missed 7 games (head injury).	RYAN	O'REILLY	BUFFALO	SABRES	7	TRUE	head injury	FALSE	3323	0	1	14	2011	2	07	2011	24	1295006400	1297080000	head	head/neck/face	RYAN O'REILLY	1	351
"9381"	Jan 31, 2012	Missed 1 game (flu).	RYAN	O'REILLY	BUFFALO	SABRES	1	TRUE	flu	FALSE	3324	0	1	24	2012	1	31	2012	7	1327406400	1328011200	cold/virus	illness	RYAN O'REILLY	1	708
"7751"	Jan 11, 2014	Missed 2 games (bruised shoulder).	RYAN	O'REILLY	BUFFALO	SABRES	2	TRUE	bruised shoulder	FALSE	3325	0	1	08	2014	1	11	2014	3	1389182400	1389441600	shoulder	upper body	RYAN O'REILLY	1	771
"12468"	Mar 16, 2016	Missed 11 games (lower body injury).	RYAN	O'REILLY	BUFFALO	SABRES	11	TRUE	lower body injury	FALSE	3326	0	2	21	2016	3	16	2016	24	1456056000	1458129600	lower body	lower body	RYAN O'REILLY	1	238
"14881"	Nov 11, 2016	Missed 1 game (undisclosed).	RYAN	O'REILLY	BUFFALO	SABRES	1	TRUE	undisclosed	FALSE	3327	0	11	09	2016	11	11	2016	2	1478692800	1478865600	undisclosed	undisclosed	RYAN O'REILLY	1	1
"15782"	Nov 23, 2016	Missed 5 games (upper body injury).	RYAN	O'REILLY	BUFFALO	SABRES	5	TRUE	upper body injury	FALSE	3328	0	11	12	2016	11	23	2016	11	1478952000	1479902400	upper body	upper body	RYAN O'REILLY	1	34
"7232"	Jan 05, 2017	Missed 4 games (appendectomy).	RYAN	O'REILLY	BUFFALO	SABRES	4	TRUE	appendectomy	FALSE	3329	0	12	27	2016	1	05	2017	9	1482840000	1483617600	appendicitis	other	RYAN O'REILLY	1	NA
"3556"	Dec 19, 2008	Missed 13 games (arm injury).	KYLE	OKPOSO	BUFFALO	SABRES	13	TRUE	arm injury	FALSE	3330	0	11	19	2008	12	19	2008	30	1227096000	1229688000	arm	arm/hand	KYLE OKPOSO	0	104
"1007"	Apr 11, 2009	Missed 4 games (groin).	KYLE	OKPOSO	BUFFALO	SABRES	4	TRUE	groin	FALSE	3331	0	4	02	2009	4	11	2009	9	1238673600	1239451200	groin	lower body	KYLE OKPOSO	1	214
