"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"year"	"month"	"day"
"3583"	Nov 18, 2017	Missed 1 game (upper body injury).	TYSON	BARRIE	COLORADO	AVALANCHE	1	TRUE	upper body injury	FALSE	8	0	11	16	2017	11	18	2017	2	1510833600	1511006400	upper body	upper body	TYSON BARRIE	1	39	NA	NA	NA
"3584"	Nov 18, 2017	Missed 15 games (concussion).	MATT	HUNWICK	PITTSBURGH	PENGUINS	15	TRUE	concussion	FALSE	2706	0	10	17	2017	11	18	2017	32	1508241600	1511006400	concussion	concussion	MATT HUNWICK	1	35	NA	NA	NA
"3585"	Nov 18, 2017	Missed 19 games (hand injury).	EVAN	RODRIGUES	BUFFALO	SABRES	19	TRUE	hand injury	FALSE	3366	0	10	03	2017	11	18	2017	46	1507032000	1511006400	hand	arm/hand	EVAN RODRIGUES	0	NA	NA	NA	NA
"3586"	Nov 18, 2017	Missed 5 games (lower body injury).	JARED	MCCANN	FLORIDA	PANTHERS	5	TRUE	lower body injury	FALSE	2587	0	11	07	2017	11	18	2017	11	1510056000	1511006400	lower body	lower body	JARED MCCANN	1	NA	NA	NA	NA
"3587"	Nov 19, 2005	Missed 1 game (flu).	PATRICE	BERGERON	BOSTON	BRUINS	1	TRUE	flu	FALSE	503	0	11	17	2005	11	19	2005	2	1132228800	1132401600	cold/virus	illness	PATRICE BERGERON	1	453	NA	NA	NA
"3588"	Nov 19, 2008	Missed 2 games (flu).	ALEXANDER	EDLER	VANCOUVER	CANUCKS	2	TRUE	flu	FALSE	781	0	11	10	2008	11	19	2008	9	1226318400	1227096000	cold/virus	illness	ALEXANDER EDLER	0	386	NA	NA	NA
"3589"	Nov 19, 2009	Missed 14 games (broken finger).	MILAN	LUCIC	EDMONTON	OILERS	14	TRUE	broken finger	FALSE	2442	0	10	17	2009	11	19	2009	33	1255780800	1258632000	finger	arm/hand	MILAN LUCIC	1	8	NA	NA	NA
"3590"	Nov 19, 2009	Missed 2 games (groin).	BRYAN	LITTLE	WINNIPEG	JETS	2	TRUE	groin	FALSE	1920	0	11	15	2009	11	19	2009	4	1258286400	1258632000	groin	lower body	BRYAN LITTLE	1	345	NA	NA	NA
"3591"	Nov 19, 2009	Missed 22 games (ankle injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	22	TRUE	ankle injury	FALSE	2042	0	10	06	2009	11	19	2009	44	1254830400	1258632000	ankle	foot	ALEC MARTINEZ	0	727	NA	NA	NA
"3592"	Nov 19, 2010	Missed 9 games (knee injury).	CRAIG	ANDERSON	OTTAWA	SENATORS	9	TRUE	knee injury	FALSE	3384	0	10	26	2010	11	19	2010	24	1288094400	1290168000	knee	leg	CRAIG ANDERSON	1	6	NA	NA	NA
"3593"	Nov 19, 2011	Missed 1 game (flu).	JOHNNY	BOYCHUK	NEW YORK	ISLANDERS	1	TRUE	flu	FALSE	1561	0	11	17	2011	11	19	2011	2	1321531200	1321704000	cold/virus	illness	JOHNNY BOYCHUK	1	101	NA	NA	NA
"3594"	Nov 19, 2011	Missed 19 games (right shoulder surgery).	ERIC	FEHR	SAN JOSE	SHARKS	19	TRUE	right shoulder surgery	FALSE	3573	0	10	05	2011	11	19	2011	45	1317816000	1321704000	shoulder	upper body	ERIC FEHR	1	12	NA	NA	NA
"3595"	Nov 19, 2013	Missed 10 games (leg injury).	DALE	WEISE	PHILADELPHIA	FLYERS	10	TRUE	leg injury	FALSE	1354	0	10	25	2013	11	19	2013	25	1382702400	1384862400	leg	leg	DALE WEISE	1	126	NA	NA	NA
"3596"	Nov 19, 2013	Missed 17 games (head injury).	RICK	NASH	BOSTON	BRUINS	17	TRUE	head injury	FALSE	637	0	10	10	2013	11	19	2013	40	1381406400	1384862400	head	head/neck/face	RICK NASH	1	462	NA	NA	NA
"3597"	Nov 19, 2013	Missed 6 games (facial injury).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	6	TRUE	facial injury	FALSE	1395	0	11	05	2013	11	19	2013	14	1383652800	1384862400	face	head/neck/face	JON MERRILL	0	132	NA	NA	NA
"3598"	Nov 19, 2013	Missed 8 games (groin).	JUSTIN	SCHULTZ	PITTSBURGH	PENGUINS	8	TRUE	groin	FALSE	2800	0	11	02	2013	11	19	2013	17	1383393600	1384862400	groin	lower body	JUSTIN SCHULTZ	0	707	NA	NA	NA
"3599"	Nov 19, 2014	Missed 5 games (lower body injury).	ZACK	KASSIAN	EDMONTON	OILERS	5	TRUE	lower body injury	FALSE	2416	0	11	06	2014	11	19	2014	13	1415275200	1416398400	lower body	lower body	ZACK KASSIAN	1	8	NA	NA	NA
"3600"	Nov 19, 2015	Missed 1 game (undisclosed).	NICK	BONINO	NASHVILLE	PREDATORS	1	TRUE	undisclosed	FALSE	2827	0	11	17	2015	11	19	2015	2	1447761600	1447934400	undisclosed	undisclosed	NICK BONINO	1	27	NA	NA	NA
"3601"	Nov 19, 2015	Missed 10 games (knee injury).	EVANDER	KANE	SAN JOSE	SHARKS	10	TRUE	knee injury	FALSE	3621	0	10	27	2015	11	19	2015	23	1445947200	1447934400	knee	leg	EVANDER KANE	1	131	NA	NA	NA
"3602"	Nov 19, 2015	Missed 2 games (flu).	JOSH	MANSON	ANAHEIM	DUCKS	2	TRUE	flu	FALSE	1196	0	11	16	2015	11	19	2015	3	1447675200	1447934400	cold/virus	illness	JOSH MANSON	1	132	NA	NA	NA
"3603"	Nov 19, 2016	Missed 1 game (flu).	RYAN	MILLER	ANAHEIM	DUCKS	1	TRUE	flu	FALSE	1210	0	11	17	2016	11	19	2016	2	1479384000	1479556800	cold/virus	illness	RYAN MILLER	1	21	NA	NA	NA
"3604"	Nov 19, 2016	Missed 1 game (illness).	JUSSI	JOKINEN	VANCOUVER	CANUCKS	1	TRUE	illness	FALSE	829	0	11	17	2016	11	19	2016	2	1479384000	1479556800	cold/virus	illness	JUSSI JOKINEN	1	137	NA	NA	NA
"3605"	Nov 19, 2016	Missed 1 game (lower body injury).	TOBIAS	RIEDER	LOS ANGELES	KINGS	1	TRUE	lower body injury	FALSE	2081	0	11	17	2016	11	19	2016	2	1479384000	1479556800	lower body	lower body	TOBIAS RIEDER	1	NA	NA	NA	NA
"3606"	Nov 19, 2016	Missed 1 game (upper body injury).	VINNIE	HINOSTROZA	CHICAGO	BLACKHAWKS	1	TRUE	upper body injury	FALSE	136	0	11	18	2016	11	19	2016	1	1479470400	1479556800	upper body	upper body	VINNIE HINOSTROZA	0	NA	NA	NA	NA
"3607"	Nov 19, 2016	Missed 12 games (upper body injury).	ANTON	KHUDOBIN	BOSTON	BRUINS	12	TRUE	upper body injury	FALSE	555	0	10	25	2016	11	19	2016	25	1477396800	1479556800	upper body	upper body	ANTON KHUDOBIN	1	345	NA	NA	NA
"3608"	Nov 19, 2016	Missed 14 games (hip injury).	DRAKE	CAGGIULA	EDMONTON	OILERS	14	TRUE	hip injury	FALSE	2382	0	10	11	2016	11	19	2016	39	1476187200	1479556800	hip	lower body	DRAKE CAGGIULA	0	324	NA	NA	NA
"3609"	Nov 19, 2016	Missed 18 games (lower body injury).	MATT	HENDRICKS	WINNIPEG	JETS	18	TRUE	lower body injury	FALSE	1897	0	10	11	2016	11	19	2016	39	1476187200	1479556800	lower body	lower body	MATT HENDRICKS	1	317	NA	NA	NA
"3610"	Nov 19, 2016	Missed 2 games (illness).	ALEXANDER	RADULOV	DALLAS	STARS	2	TRUE	illness	FALSE	3807	0	11	15	2016	11	19	2016	4	1479211200	1479556800	cold/virus	illness	ALEXANDER RADULOV	0	105	NA	NA	NA
"3611"	Nov 19, 2016	Missed 5 games (lower body injury).	TYLER	MOTTE	VANCOUVER	CANUCKS	5	TRUE	lower body injury	FALSE	835	0	11	08	2016	11	19	2016	11	1478606400	1479556800	lower body	lower body	TYLER MOTTE	0	NA	NA	NA	NA
"3612"	Nov 19, 2016	Missed 7 games (lower body injury).	KRIS	RUSSELL	EDMONTON	OILERS	7	TRUE	lower body injury	FALSE	2483	0	11	05	2016	11	19	2016	14	1478347200	1479556800	lower body	lower body	KRIS RUSSELL	1	78	NA	NA	NA
"3613"	Nov 19, 2017	Missed 1 game (lower body injury).	HAMPUS	LINDHOLM	ANAHEIM	DUCKS	1	TRUE	lower body injury	FALSE	1193	0	11	15	2017	11	19	2017	4	1510747200	1511092800	lower body	lower body	HAMPUS LINDHOLM	1	16	NA	NA	NA
"3614"	Nov 19, 2017	Missed 17 games (ankle injury).	DANNY	DEKEYSER	DETROIT	REDWINGS	17	TRUE	ankle injury	FALSE	3110	0	10	12	2017	11	19	2017	38	1507809600	1511092800	ankle	foot	DANNY DEKEYSER	1	NA	NA	NA	NA
"3615"	Nov 20, 2010	Missed 2 games (illness).	ANTON	STRALMAN	TAMPA BAY	LIGHTNING	2	TRUE	illness	FALSE	2251	0	11	17	2010	11	20	2010	3	1289995200	1290254400	cold/virus	illness	ANTON STRALMAN	1	55	NA	NA	NA
"3616"	Nov 20, 2010	Missed 3 games (lower body injury).	DEREK	MACKENZIE	FLORIDA	PANTHERS	3	TRUE	lower body injury	FALSE	2569	0	11	12	2010	11	20	2010	8	1289563200	1290254400	lower body	lower body	DEREK MACKENZIE	1	23	NA	NA	NA
"3617"	Nov 20, 2010	Missed 6 games (concussion).	DAVID	KREJCI	BOSTON	BRUINS	6	TRUE	concussion	FALSE	561	0	11	08	2010	11	20	2010	12	1289217600	1290254400	concussion	concussion	DAVID KREJCI	1	8	NA	NA	NA
"3618"	Nov 20, 2014	Missed 1 game (illness).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	1	TRUE	illness	FALSE	2519	0	11	18	2014	11	20	2014	2	1416312000	1416484800	cold/virus	illness	ALEKSANDER BARKOV	1	12	NA	NA	NA
"3619"	Nov 20, 2014	Missed 10 games (lower body injury).	ANDREW	MACDONALD	PHILADELPHIA	FLYERS	10	TRUE	lower body injury	FALSE	1304	0	10	24	2014	11	20	2014	27	1414152000	1416484800	lower body	lower body	ANDREW MACDONALD	1	126	NA	NA	NA
"3620"	Nov 20, 2014	Missed 12 games (lower body injury).	BRETT	CONNOLLY	WASHINGTON	CAPITALS	12	TRUE	lower body injury	FALSE	889	0	10	25	2014	11	20	2014	26	1414238400	1416484800	lower body	lower body	BRETT CONNOLLY	0	104	NA	NA	NA
"3621"	Nov 20, 2014	Missed 3 games (sprained left shoulder).	LUKE	SCHENN	ARIZONA	COYOTES	3	TRUE	sprained left shoulder	FALSE	1062	0	11	14	2014	11	20	2014	6	1415966400	1416484800	shoulder	upper body	LUKE SCHENN	1	82	NA	NA	NA
"3622"	Nov 20, 2014	Missed 3 games (upper body injury).	DEVANTE	SMITH-PELLY	WASHINGTON	CAPITALS	3	TRUE	upper body injury	FALSE	967	0	11	15	2014	11	20	2014	5	1416052800	1416484800	upper body	upper body	DEVANTE SMITH-PELLY	1	367	NA	NA	NA
"3623"	Nov 20, 2014	Missed 4 games (lower body injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	4	TRUE	lower body injury	FALSE	1442	0	11	09	2014	11	20	2014	11	1415534400	1416484800	lower body	lower body	LUCA SBISA	1	347	NA	NA	NA
"3624"	Nov 20, 2014	Missed 4 games (sprained left knee).	DMITRY	KULIKOV	WINNIPEG	JETS	4	TRUE	sprained left knee	FALSE	1908	0	11	11	2014	11	20	2014	9	1415707200	1416484800	knee	leg	DMITRY KULIKOV	1	50	NA	NA	NA
"3625"	Nov 20, 2014	Missed 5 games (illness).	FRANCOIS	BEAUCHEMIN	ANAHEIM	DUCKS	5	TRUE	illness	FALSE	1074	0	11	09	2014	11	20	2014	11	1415534400	1416484800	cold/virus	illness	FRANCOIS BEAUCHEMIN	1	8	NA	NA	NA
"3626"	Nov 20, 2014	Missed 8 games (concussion).	MICHEAL	FERLAND	CALGARY	FLAMES	8	TRUE	concussion	FALSE	75	0	11	10	2014	11	20	2014	10	1415620800	1416484800	concussion	concussion	MICHEAL FERLAND	0	164	2014	11	20
"3627"	Nov 20, 2016	Missed 11 games (hip injury).	THOMAS	VANEK	COLUMBUS	BLUEJACKETS	11	TRUE	hip injury	FALSE	324	0	6	24	2016	11	20	2016	149	1466769600	1479643200	hip	lower body	THOMAS VANEK	1	64	NA	NA	NA
"3628"	Nov 20, 2017	Missed 10 games (upper body injury).	NIKLAS	HJALMARSSON	ARIZONA	COYOTES	10	TRUE	upper body injury	FALSE	1013	0	10	31	2017	11	20	2017	20	1509451200	1511179200	upper body	upper body	NIKLAS HJALMARSSON	1	10	NA	NA	NA
"3629"	Nov 20, 2017	Missed 12 games (knee injury).	CAM	FOWLER	ANAHEIM	DUCKS	12	TRUE	knee injury	FALSE	1118	0	10	21	2017	11	20	2017	30	1508587200	1511179200	knee	leg	CAM FOWLER	1	NA	NA	NA	NA
"3630"	Nov 20, 2017	Missed 16 games (fractured right fibula).	CHARLIE	COYLE	MINNESOTA	WILD	16	TRUE	fractured right fibula	FALSE	3861	0	10	13	2017	11	20	2017	38	1507896000	1511179200	tibia/fibula	leg	CHARLIE COYLE	1	NA	NA	NA	NA
"3631"	Nov 21, 2009	Missed 14 games (broken right wrist).	ALEXANDER	STEEN	ST. LOUIS	BLUES	14	TRUE	broken right wrist	FALSE	436	0	10	17	2009	11	21	2009	35	1255780800	1258804800	wrist	arm/hand	ALEXANDER STEEN	1	474	NA	NA	NA
"3632"	Nov 21, 2009	Missed 4 games (hip injury).	BROOKS	ORPIK	WASHINGTON	CAPITALS	4	TRUE	hip injury	FALSE	924	0	11	12	2009	11	21	2009	9	1258027200	1258804800	hip	lower body	BROOKS ORPIK	1	51	NA	NA	NA
"3633"	Nov 21, 2011	Missed 20 games (post concussion).	SIDNEY	CROSBY	PITTSBURGH	PENGUINS	20	TRUE	post concussion	FALSE	2659	0	10	03	2011	11	21	2011	49	1317643200	1321876800	concussion	concussion	SIDNEY CROSBY	1	17	NA	NA	NA
"3634"	Nov 21, 2013	Missed 11 games (upper body injury).	JEFF	SKINNER	CAROLINA	HURRICANES	11	TRUE	upper body injury	FALSE	1488	0	10	25	2013	11	21	2013	27	1382702400	1385035200	upper body	upper body	JEFF SKINNER	1	323	NA	NA	NA
"3635"	Nov 21, 2013	Missed 13 games (upper body injury).	BRENT	BURNS	SAN JOSE	SHARKS	13	TRUE	upper body injury	FALSE	3542	0	10	21	2013	11	21	2013	31	1382356800	1385035200	upper body	upper body	BRENT BURNS	1	NA	NA	NA	NA
"3636"	Nov 21, 2013	Missed 19 games (abdominal injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	19	TRUE	abdominal injury	FALSE	217	0	10	12	2013	11	21	2013	40	1381579200	1385035200	abdominal	mid body	MATT CALVERT	1	32	NA	NA	NA
"3637"	Nov 21, 2013	Missed 2 games (upper body injury).	FILIP	FORSBERG	NASHVILLE	PREDATORS	2	TRUE	upper body injury	FALSE	2891	0	11	16	2013	11	21	2013	5	1384603200	1385035200	upper body	upper body	FILIP FORSBERG	1	2	NA	NA	NA
"3638"	Nov 21, 2015	Missed 1 game (illness).	JONAS	BRODIN	MINNESOTA	WILD	1	TRUE	illness	FALSE	3855	0	11	19	2015	11	21	2015	2	1447934400	1448107200	cold/virus	illness	JONAS BRODIN	1	77	NA	NA	NA
"3639"	Nov 21, 2015	Missed 1 game (lower body injury).	RYAN	CALLAHAN	TAMPA BAY	LIGHTNING	1	TRUE	lower body injury	FALSE	2120	0	11	18	2015	11	21	2015	3	1447848000	1448107200	lower body	lower body	RYAN CALLAHAN	1	119	NA	NA	NA
"3640"	Nov 21, 2015	Missed 2 games (lower body injury).	COLTON	PARAYKO	ST. LOUIS	BLUES	2	TRUE	lower body injury	FALSE	395	0	11	17	2015	11	21	2015	4	1447761600	1448107200	lower body	lower body	COLTON PARAYKO	0	60	NA	NA	NA
"3641"	Nov 21, 2016	Missed 1 game (illness).	ZACH	PARISE	MINNESOTA	WILD	1	TRUE	illness	FALSE	3955	0	11	19	2016	11	21	2016	2	1479556800	1479729600	cold/virus	illness	ZACH PARISE	1	31	NA	NA	NA
"3642"	Nov 21, 2016	Missed 1 game (upper body injury).	BRIAN	BOYLE	NEW JERSEY	DEVILS	1	TRUE	upper body injury	FALSE	1708	0	11	19	2016	11	21	2016	2	1479556800	1479729600	upper body	upper body	BRIAN BOYLE	1	2	NA	NA	NA
"3643"	Nov 21, 2016	Missed 1 game (upper body injury).	COLIN	WILSON	COLORADO	AVALANCHE	1	TRUE	upper body injury	FALSE	98	0	11	19	2016	11	21	2016	2	1479556800	1479729600	upper body	upper body	COLIN WILSON	1	48	NA	NA	NA
"3644"	Nov 21, 2016	Missed 19 games (broken wrist).	NICK	BJUGSTAD	FLORIDA	PANTHERS	19	TRUE	broken wrist	FALSE	2531	0	10	11	2016	11	21	2016	41	1476187200	1479729600	wrist	arm/hand	NICK BJUGSTAD	1	47	NA	NA	NA
"3645"	Nov 21, 2016	Missed 4 games (head injury).	MATT	DUCHENE	OTTAWA	SENATORS	4	TRUE	head injury	FALSE	3437	0	11	12	2016	11	21	2016	9	1478952000	1479729600	head	head/neck/face	MATT DUCHENE	1	63	NA	NA	NA
"3646"	Nov 21, 2016	Missed 6 games (foot injury).	SETH	JONES	COLUMBUS	BLUEJACKETS	6	TRUE	foot injury	FALSE	277	0	11	07	2016	11	21	2016	14	1478520000	1479729600	foot	foot	SETH JONES	1	NA	NA	NA	NA
"3647"	Nov 21, 2017	Missed 1 game (upper body injury).	JORDAN	WEAL	PHILADELPHIA	FLYERS	1	TRUE	upper body injury	FALSE	1351	0	11	18	2017	11	21	2017	3	1511006400	1511265600	upper body	upper body	JORDAN WEAL	1	NA	NA	NA	NA
"3648"	Nov 21, 2017	Missed 13 games (ankle injury).	LUKAS	SEDLAK	COLUMBUS	BLUEJACKETS	13	TRUE	ankle injury	FALSE	306	0	10	23	2017	11	21	2017	29	1508760000	1511265600	ankle	foot	LUKAS SEDLAK	1	NA	NA	NA	NA
"3649"	Nov 21, 2017	Missed 21 games (fractured left ankle).	JAY	BOUWMEESTER	ST. LOUIS	BLUES	21	TRUE	fractured left ankle	FALSE	358	0	10	02	2017	11	21	2017	50	1506945600	1511265600	ankle	foot	JAY BOUWMEESTER	1	21	NA	NA	NA
"3650"	Nov 21, 2017	Missed 3 games (illness).	TORREY	MITCHELL	LOS ANGELES	KINGS	3	TRUE	illness	FALSE	2065	0	11	14	2017	11	21	2017	7	1510660800	1511265600	cold/virus	illness	TORREY MITCHELL	1	NA	NA	NA	NA
"3651"	Nov 22, 2006	Missed 1 game (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	1	TRUE	lower body injury	FALSE	3700	0	11	20	2006	11	22	2006	2	1164024000	1164196800	lower body	lower body	DAN HAMHUIS	0	1060	NA	NA	NA
"3652"	Nov 22, 2008	Missed 1 game (ankle injury).	NIKLAS	KRONWALL	DETROIT	REDWINGS	1	TRUE	ankle injury	FALSE	3199	0	11	20	2008	11	22	2008	2	1227182400	1227355200	ankle	foot	NIKLAS KRONWALL	1	49	NA	NA	NA
"3653"	Nov 22, 2011	Missed 11 games (broken left foot).	BRAYDEN	SCHENN	ST. LOUIS	BLUES	11	TRUE	broken left foot	FALSE	407	0	10	27	2011	11	22	2011	26	1319716800	1321963200	foot	foot	BRAYDEN SCHENN	0	15	NA	NA	NA
"3654"	Nov 22, 2013	Missed 3 games (lower body injury).	MIKE	GREEN	DETROIT	REDWINGS	3	TRUE	lower body injury	FALSE	3145	0	11	15	2013	11	22	2013	7	1384516800	1385121600	lower body	lower body	MIKE GREEN	1	70	NA	NA	NA
"3655"	Nov 22, 2013	Missed 5 games (upper body injury).	THOMAS	VANEK	COLUMBUS	BLUEJACKETS	5	TRUE	upper body injury	FALSE	319	0	11	10	2013	11	22	2013	12	1384084800	1385121600	upper body	upper body	THOMAS VANEK	1	469	NA	NA	NA
"3656"	Nov 22, 2014	Missed 1 game (lower body injury).	CEDRIC	PAQUETTE	TAMPA BAY	LIGHTNING	1	TRUE	lower body injury	FALSE	2228	0	11	20	2014	11	22	2014	2	1416484800	1416657600	lower body	lower body	CEDRIC PAQUETTE	0	80	NA	NA	NA
"3657"	Nov 22, 2014	Missed 1 game (lower body injury).	MICHAEL	DEL ZOTTO	VANCOUVER	CANUCKS	1	TRUE	lower body injury	FALSE	774	0	11	20	2014	11	22	2014	2	1416484800	1416657600	lower body	lower body	MICHAEL DEL ZOTTO	1	106	NA	NA	NA
"3658"	Nov 22, 2014	Missed 2 games (lower body injury).	KRIS	RUSSELL	EDMONTON	OILERS	2	TRUE	lower body injury	FALSE	2478	0	11	18	2014	11	22	2014	4	1416312000	1416657600	lower body	lower body	KRIS RUSSELL	1	377	NA	NA	NA
"3659"	Nov 22, 2015	Missed 2 games (groin).	RADIM	VRBATA	FLORIDA	PANTHERS	2	TRUE	groin	FALSE	2633	0	11	18	2015	11	22	2015	4	1447848000	1448193600	groin	lower body	RADIM VRBATA	1	93	NA	NA	NA
"3660"	Nov 22, 2015	Missed 6 games (groin).	SEMYON	VARLAMOV	COLORADO	AVALANCHE	6	TRUE	groin	FALSE	81	0	11	11	2015	11	22	2015	11	1447243200	1448193600	groin	lower body	SEMYON VARLAMOV	1	369	NA	NA	NA
"3661"	Nov 22, 2016	Missed 2 games (undisclosed).	MIKE	HOFFMAN	OTTAWA	SENATORS	2	TRUE	undisclosed	FALSE	3473	0	11	17	2016	11	22	2016	5	1479384000	1479816000	undisclosed	undisclosed	MIKE HOFFMAN	1	63	NA	NA	NA
"3662"	Nov 22, 2017	Missed 13 games (hand injury).	CARTER	ROWNEY	PITTSBURGH	PENGUINS	13	TRUE	hand injury	FALSE	2786	0	10	22	2017	11	22	2017	31	1508673600	1511352000	hand	arm/hand	CARTER ROWNEY	0	43	NA	NA	NA
"3663"	Nov 22, 2017	Missed 13 games (upper body injury).	CEDRIC	PAQUETTE	TAMPA BAY	LIGHTNING	13	TRUE	upper body injury	FALSE	2241	0	10	19	2017	11	22	2017	34	1508414400	1511352000	upper body	upper body	CEDRIC PAQUETTE	1	NA	NA	NA	NA
"3664"	Nov 22, 2017	Missed 14 games (right groin).	RYAN	SPOONER	NEW YORK	RANGERS	14	TRUE	right groin	FALSE	3018	0	10	19	2017	11	22	2017	34	1508414400	1511352000	groin	lower body	RYAN SPOONER	1	4	NA	NA	NA
"3665"	Nov 22, 2017	Missed 15 games (lower body injury).	JACOB	JOSEFSON	BUFFALO	SABRES	15	TRUE	lower body injury	FALSE	3304	0	10	17	2017	11	22	2017	36	1508241600	1511352000	lower body	lower body	JACOB JOSEFSON	1	5	NA	NA	NA
"3666"	Nov 22, 2017	Missed 2 games (illness).	CAL	CLUTTERBUCK	NEW YORK	ISLANDERS	2	TRUE	illness	FALSE	1617	0	11	18	2017	11	22	2017	4	1511006400	1511352000	cold/virus	illness	CAL CLUTTERBUCK	1	NA	NA	NA	NA
"3667"	Nov 23, 2005	Missed 11 games (hip flexor).	MARIAN	GABORIK	OTTAWA	SENATORS	11	TRUE	hip flexor	FALSE	3447	0	10	25	2005	11	23	2005	29	1130241600	1132747200	hip	lower body	MARIAN GABORIK	1	332	NA	NA	NA
"3668"	Nov 23, 2007	Missed 3 games (lower body injury).	PAUL	MARTIN	SAN JOSE	SHARKS	3	TRUE	lower body injury	FALSE	3632	0	11	16	2007	11	23	2007	7	1195214400	1195819200	lower body	lower body	PAUL MARTIN	1	22	NA	NA	NA
"3669"	Nov 23, 2011	Missed 1 game (upper body injury).	BRAYDON	COBURN	TAMPA BAY	LIGHTNING	1	TRUE	upper body injury	FALSE	2135	0	11	21	2011	11	23	2011	2	1321876800	1322049600	upper body	upper body	BRAYDON COBURN	1	492	NA	NA	NA
"3670"	Nov 23, 2011	Missed 16 games (upper body injury).	RON	HAINSEY	TORONTO	MAPLELEAFS	16	TRUE	upper body injury	FALSE	2295	0	10	17	2011	11	23	2011	37	1318852800	1322049600	upper body	upper body	RON HAINSEY	1	2	NA	NA	NA
"3671"	Nov 23, 2011	Missed 2 games (shoulder injury).	MICHAEL	FROLIK	CALGARY	FLAMES	2	TRUE	shoulder injury	FALSE	69	0	11	18	2011	11	23	2011	5	1321617600	1322049600	shoulder	upper body	MICHAEL FROLIK	0	468	2011	11	23
"3672"	Nov 23, 2011	Missed 2 games (upper body injury).	ROBERTO	LUONGO	FLORIDA	PANTHERS	2	TRUE	upper body injury	FALSE	2557	0	11	16	2011	11	23	2011	7	1321444800	1322049600	upper body	upper body	ROBERTO LUONGO	1	765	NA	NA	NA
"3673"	Nov 23, 2011	Missed 4 games (concussion).	MARCO	SCANDELLA	BUFFALO	SABRES	4	TRUE	concussion	FALSE	3370	0	11	13	2011	11	23	2011	10	1321185600	1322049600	concussion	concussion	MARCO SCANDELLA	1	129	NA	NA	NA
"3674"	Nov 23, 2013	Missed 3 games (upper body injury).	PATRIK	BERGLUND	ST. LOUIS	BLUES	3	TRUE	upper body injury	FALSE	346	0	11	17	2013	11	23	2013	6	1384689600	1385208000	upper body	upper body	PATRIK BERGLUND	1	141	NA	NA	NA
"3675"	Nov 23, 2013	Missed 6 games (upper body injury).	KYLE	CLIFFORD	LOS ANGELES	KINGS	6	TRUE	upper body injury	FALSE	2016	0	11	12	2013	11	23	2013	11	1384257600	1385208000	upper body	upper body	KYLE CLIFFORD	1	381	NA	NA	NA
"3676"	Nov 23, 2015	Missed 1 game (flu).	ANDREJ	SEKERA	EDMONTON	OILERS	1	TRUE	flu	FALSE	2502	0	11	20	2015	11	23	2015	3	1448020800	1448280000	cold/virus	illness	ANDREJ SEKERA	1	402	NA	NA	NA
"3677"	Nov 23, 2015	Missed 16 games (broken foot).	PAUL	STASTNY	WINNIPEG	JETS	16	TRUE	broken foot	FALSE	1981	0	10	17	2015	11	23	2015	37	1445083200	1448280000	foot	foot	PAUL STASTNY	1	47	NA	NA	NA
"3678"	Nov 23, 2016	Missed 1 game (upper body injury).	LARS	ELLER	WASHINGTON	CAPITALS	1	TRUE	upper body injury	FALSE	902	0	11	20	2016	11	23	2016	3	1479643200	1479902400	upper body	upper body	LARS ELLER	1	328	NA	NA	NA
"3679"	Nov 23, 2016	Missed 10 games (lower body injury).	MARCO	SCANDELLA	BUFFALO	SABRES	10	TRUE	lower body injury	FALSE	3379	0	10	28	2016	11	23	2016	26	1477656000	1479902400	lower body	lower body	MARCO SCANDELLA	1	NA	NA	NA	NA
"3680"	Nov 23, 2016	Missed 15 games (upper body injury).	DREW	STAFFORD	NEW JERSEY	DEVILS	15	TRUE	upper body injury	FALSE	1815	0	10	27	2016	11	23	2016	27	1477569600	1479902400	upper body	upper body	DREW STAFFORD	1	60	NA	NA	NA
"3681"	Nov 23, 2016	Missed 3 games (upper body injury).	YOHANN	AUVITU	EDMONTON	OILERS	3	TRUE	upper body injury	FALSE	2377	0	11	17	2016	11	23	2016	6	1479384000	1479902400	upper body	upper body	YOHANN AUVITU	0	47	NA	NA	NA
"3682"	Nov 23, 2016	Missed 5 games (upper body injury).	ANZE	KOPITAR	LOS ANGELES	KINGS	5	TRUE	upper body injury	FALSE	2039	0	11	12	2016	11	23	2016	11	1478952000	1479902400	upper body	upper body	ANZE KOPITAR	1	54	NA	NA	NA
"3683"	Nov 23, 2016	Missed 5 games (upper body injury).	RYAN	O'REILLY	BUFFALO	SABRES	5	TRUE	upper body injury	FALSE	3328	0	11	12	2016	11	23	2016	11	1478952000	1479902400	upper body	upper body	RYAN O'REILLY	1	34	NA	NA	NA
